"","xi_col[, 1]"
"434",0.618242837795761
"435",0.65841563980226
"436",0.640746536982811
"437",0.614255727412687
"438",0.669976842529462
"439",0.66245988905667
"440",0.68374901834723
"441",0.652266587128663
"442",0.654807435771142
"443",0.668365545149013
"444",0.684260710323953
"445",0.655580609610234
"446",0.766403742593198
"447",0.6155146734066
"448",0.719788092099749
"449",0.737771322307996
"450",0.701381849014285
"451",0.698551805724249
"452",0.713815492556874
"453",0.639660200031534
"454",0.620119217613551
"455",0.667767595907138
"456",0.650369316431712
"457",0.68554702810837
"458",0.565947687195757
"459",0.637167974252304
"460",0.594610211588306
"461",0.649319645010516
"462",0.645618115850426
"463",0.69938803630646
"464",0.630188890827364
"465",0.65517532170009
"466",0.674068219427056
"467",0.689162533448786
"468",0.641199564652826
"469",0.746262962158046
"470",0.650291580941132
"471",0.654358903088046
"472",0.646313365871488
"473",0.597456411630572
"474",0.708428174369705
"475",0.619083381641104
"476",0.625470214396533
"477",0.695738191420136
"478",0.653758335320817
"479",0.688114871190706
"480",0.63693680677295
"481",0.648171836668893
"482",0.645675933992814
"483",0.766309702539651
"484",0.670384749481397
"485",0.700148045022658
"486",0.612428988796702
"487",0.750776778907008
"488",0.634374408356082
"489",0.653855021037623
"490",0.698536144376624
"491",0.664568405599896
"492",0.686172823989631
"493",0.639523486683534
"494",0.684175065092971
"495",0.634022084699266
"496",0.623181277298421
"497",0.62577545442182
"498",0.671951891375694
"499",0.594917151289593
"500",0.673822765399645
"501",0.613302222320376
"502",0.703237304026766
"503",0.636914684935274
"504",0.651933315265084
"505",0.638747638658136
"506",0.626993162401305
"507",0.66443557413503
"508",0.660515696472938
"509",0.657135577923899
"510",0.64061896136884
"511",0.59334844663745
"512",0.57170991330756
"513",0.579354778022106
"514",0.617986440563169
"515",0.56072705883761
"516",0.575052072516029
"517",0.622348102151021
"518",0.579905177067991
"519",0.617573787989001
"520",0.668944733412535
"521",0.609534982022125
"522",0.712109275918054
"523",0.651552559361677
"524",0.631991110005245
"525",0.650523310911334
"526",0.62008653599619
"527",0.566920842347493
"528",0.67424825096557
"529",0.620964261241734
"530",0.589170634916052
"531",0.63915210213837
"532",0.619466765463983
"533",0.597950319148774
"534",0.640496421128856
"535",0.523082945070181
"536",0.702641403584383
"537",0.591220375043332
"538",0.502445712422954
"539",0.615126606303027
"540",0.566120475692441
"541",0.607910437576741
"542",0.604870561041879
"543",0.623995378203733
"544",0.607609524622922
"545",0.630369350296233
"546",0.619021649918319
"547",0.665268273760621
"548",0.619437313807953
"549",0.598067668359051
"550",0.626880709802888
"551",0.62044269265025
"552",0.646149137249449
"553",0.671979007532626
"554",0.588230034028453
"555",0.64623825441247
"556",0.662481886712232
"557",0.611820491059406
"558",0.624861472517865
"559",0.644599536279248
"560",0.565237228219747
"561",0.601911673276261
"562",0.605096543942841
"563",0.609489699694905
"564",0.57258158770328
"565",0.547396388740819
"566",0.603412140040958
"567",0.580661183727325
"568",0.567643799402931
"569",0.63043679620246
"570",0.543313816083095
"571",0.595063935097238
"572",0.529136826669482
"573",0.561827093100366
"574",0.589559402761961
"575",0.553481396692958
"576",0.588026435652202
"577",0.53957221530652
"578",0.612088158657103
"579",0.548421168765346
"580",0.602131263470737
"581",0.546250465342691
"582",0.57936391263309
"583",0.576071946636331
"584",0.562503528324618
"585",0.56175794007429
"586",0.601292346915036
"587",0.512835292331383
"588",0.50908051330377
"589",0.559720031508887
"590",0.597662643110611
"591",0.518348362869142
"592",0.579554993127913
"593",0.623322111430429
"594",0.619516812476634
"595",0.583938636070202
"596",0.629598525157954
"597",0.551948423395971
"598",0.651759891465539
"599",0.600986654229479
"600",0.597119178828265
"601",0.561743096807289
"602",0.579247347482371
"603",0.56861665669926
"604",0.59160855493677
"605",0.597377780711812
"606",0.591114519273042
"607",0.570610444867303
"608",0.646730222523188
"609",0.574062013168427
"610",0.660842569956868
"611",0.616733734008839
"612",0.614770983762975
"613",0.624589713072774
"614",0.642858110068088
"615",0.657544569329447
"616",0.572079616966167
"617",0.561210781950364
"618",0.625764994569198
"619",0.63246166219288
"620",0.556453044140278
"621",0.633146873630059
"622",0.675960173967223
"623",0.618990896882546
"624",0.641280812337918
"625",0.556671665150582
"626",0.606532457601529
"627",0.621763411198056
"628",0.545860933988334
"629",0.633270536180764
"630",0.533651079901935
"631",0.606031649990875
"632",0.593052024517012
"633",0.577253480213928
"634",0.629024383940445
"635",0.569095242596776
"636",0.549181744371247
"637",0.598642662664053
"638",0.529107416660126
"639",0.595125169718294
"640",0.590270622145684
"641",0.569415648469892
"642",0.640825179334289
"643",0.589687725280255
"644",0.662947979976631
"645",0.624546991740918
"646",0.739100601557469
"647",0.679720053377528
"648",0.681892143112725
"649",0.641045993401326
"650",0.706684487897064
"651",0.686124814148915
"652",0.728321929462123
"653",0.696854480206096
"654",0.718942534415621
"655",0.613571940750699
"656",0.692496254151064
"657",0.668953988938892
"658",0.731488432919046
"659",0.588543300692586
"660",0.704236642945934
"661",0.648915934590736
"662",0.628401625744834
"663",0.558977028509355
"664",0.623596691815614
"665",0.585727076861573
"666",0.59713826661096
"667",0.638140826682631
"668",0.626057840676045
"669",0.553208148308702
"670",0.594313628095828
"671",0.565182324961381
"672",0.611095281068902
"673",0.598696102261808
"674",0.604538085373419
"675",0.615974008900345
"676",0.626471065437607
"677",0.61409735472412
"678",0.622979637247936
"679",0.627319318392202
"680",0.573161482851976
"681",0.621951340665017
"682",0.65987285393647
"683",0.603568113688225
"684",0.618047585839978
"685",0.645665708240897
"686",0.655491609557573
"687",0.622949863384549
"688",0.588887554786283
"689",0.616058214424379
"690",0.653974860758914
"691",0.616485233305375
"692",0.626620010307585
"693",0.67516506091246
"694",0.666652745301073
"695",0.609909089422556
"696",0.686810160176843
"697",0.638749561383133
"698",0.689672380755299
"699",0.700119371958819
"700",0.662404775417122
"701",0.648072695304462
"702",0.668481604958985
"703",0.727061024837327
"704",0.660899117202193
"705",0.638133403905506
"706",0.648179236792713
"707",0.631701722849487
"708",0.645835772335874
"709",0.590226306757611
"710",0.589210632247037
"711",0.645690741138114
"712",0.603055199612504
"713",0.675363292110603
"714",0.618272095433655
"715",0.650828166245322
"716",0.598317358812604
"717",0.622201765048455
"718",0.616369566081312
"719",0.583088447067661
"720",0.629242557626328
"721",0.671761498955358
"722",0.604424163798836
"723",0.685925236460648
"724",0.637560049823479
"725",0.636911291047673
"726",0.666879959011005
"727",0.597652524169103
"728",0.604256381441188
"729",0.657430852675555
"730",0.60917564873632
"731",0.646394449614158
"732",0.627404168661745
"733",0.605668747160376
"734",0.57712201572319
"735",0.596851952906013
"736",0.608310628892609
"737",0.575306258504978
"738",0.598056088486541
"739",0.547763557163331
"740",0.574681429949272
"741",0.572314744445114
"742",0.582558231932479
"743",0.548724835929067
"744",0.587628082461442
"745",0.589395474577048
"746",0.602525218086998
"747",0.612431965197241
"748",0.514411661633126
"749",0.587849608120119
"750",0.62693363665904
"751",0.569848100740208
"752",0.639839433835439
"753",0.564455581185904
"754",0.652202029891769
"755",0.631460302932531
"756",0.621418156853373
"757",0.684940773293382
"758",0.611118472326601
"759",0.676041861922523
"760",0.605319480183423
"761",0.656880222849729
"762",0.620362874944541
"763",0.666628449794668
"764",0.635692280503872
"765",0.651677030691846
"766",0.663755183843911
"767",0.64847904628678
"768",0.675182195239405
"769",0.647076958073609
"770",0.672652590227503
"771",0.650035782501569
"772",0.611464472410892
"773",0.679596348639719
"774",0.5867468874129
"775",0.670066730962889
"776",0.599182395572423
"777",0.661155656194122
"778",0.630680445171087
"779",0.624916551903184
"780",0.64083562641879
"781",0.608062053219944
"782",0.620686441101678
"783",0.705469930876839
"784",0.63989107192171
"785",0.656195455632216
"786",0.654984961614192
"787",0.685506051188331
"788",0.667551298305303
"789",0.678045152487245
"790",0.702454448904416
"791",0.682765449280063
"792",0.655036099700283
"793",0.629342652407101
"794",0.701896048530766
"795",0.678295048725409
"796",0.598972147466024
"797",0.646675031883399
"798",0.643295325998457
"799",0.703921109383345
"800",0.63625543017826
"801",0.671008591775177
"802",0.72551975628109
"803",0.676958283291785
"804",0.652297015714491
"805",0.657295370632553
"806",0.749794755624042
"807",0.693110957042429
"808",0.698319708215055
"809",0.60769776857095
"810",0.735959081513203
"811",0.658269633919435
"812",0.655362232339324
"813",0.605445739690956
"814",0.654791331388751
"815",0.599094364126924
"816",0.646450929138829
"817",0.680476082407951
"818",0.683004690254258
"819",0.686852007639035
"820",0.750738071929735
"821",0.650419563520493
"822",0.652337431671924
"823",0.610168690991706
"824",0.620212174180924
"825",0.668876348783394
"826",0.620679495355925
"827",0.612555746831758
"828",0.678767670240756
"829",0.605369163953738
"830",0.628960349501715
"831",0.578766235450372
"832",0.612964981057779
"833",0.612231501763855
"834",0.602558076619131
"835",0.644759541753329
"836",0.638085329168085
"837",0.704518706614188
"838",0.620696424779293
"839",0.649267583293636
"840",0.68801503665825
"841",0.612340218194484
"842",0.668347211408074
"843",0.681207999990717
"844",0.735053676612781
"845",0.61367476847346
"846",0.654744326477163
"847",0.663632045187115
"848",0.6109505979731
"849",0.683242583961684
"850",0.554780303530269
"851",0.672482357884609
"852",0.744105574289663
"853",0.635558941487707
"854",0.718022328468626
"855",0.736843836776717
"856",0.652693801433392
"857",0.717593975159523
"858",0.610091458469568
"859",0.666932471250211
"860",0.632352858037341
"861",0.648229335720441
"862",0.654997362381503
"863",0.584850879715527
"864",0.690518431949566
"865",0.678887486632944
"866",0.630742059442156
"867",0.563205032958291
"868",0.657589000690195
"869",0.544739189559155
"870",0.704067163346088
"871",0.614797616540796
"872",0.605044883890433
"873",0.669848173708418
"874",0.658114511542731
"875",0.658680731376925
"876",0.616413696971964
"877",0.632458738011742
"878",0.630996394739274
"879",0.627630279907636
"880",0.641075402673428
"881",0.608902285731892
"882",0.543111815228258
"883",0.637809935702007
"884",0.617795986785049
"885",0.526729847702634
"886",0.650558952817246
"887",0.587809764711762
"888",0.609904988193672
"889",0.639236497205424
"890",0.544974994379043
"891",0.604207145520893
"892",0.589042973220502
"893",0.578304355996511
"894",0.619566175367936
"895",0.611235542343633
"896",0.567795896944954
"897",0.65875393164374
"898",0.59897171360769
"899",0.597063901010491
"900",0.575716876473822
"901",0.597080571404399
"902",0.57405255924517
"903",0.560314409382634
"904",0.575976677016609
"905",0.580942474692175
"906",0.612110594325292
"907",0.544424351299576
"908",0.609650500416814
"909",0.547178572874646
"910",0.582979067022808
"911",0.605366813433979
"912",0.580266202396028
"913",0.585692830798504
"914",0.599665001281046
"915",0.566472551265014
"916",0.619066830113211
"917",0.647669626874788
"918",0.589777942152625
"919",0.599855007582097
"920",0.67441364349447
"921",0.659693685011667
"922",0.699527906011979
"923",0.606167042881596
"924",0.65112542587697
"925",0.654812601286351
"926",0.625295942693822
"927",0.633514189516186
"928",0.620376580419839
"929",0.647551925290873
"930",0.608925712660043
"931",0.586406302848991
"932",0.655967207304955
"933",0.628845582176101
"934",0.612672390451658
"935",0.589586921224409
"936",0.600862710026292
"937",0.626349603534643
"938",0.584084585863219
"939",0.611533501599005
"940",0.626585746318151
"941",0.598466853496662
"942",0.58341528734571
"943",0.67751755517288
"944",0.62850122495037
"945",0.577792664207001
"946",0.610428995525389
"947",0.576719023014262
"948",0.591646623871392
"949",0.594605742170331
"950",0.579943504262828
"951",0.675150503155976
"952",0.573491707652913
"953",0.623577398720307
"954",0.617767491892046
"955",0.59875169960699
"956",0.594873006631423
"957",0.617924715541865
"958",0.590161670315732
"959",0.571100853422902
"960",0.615999010046536
"961",0.640033101839313
"962",0.628858903888094
"963",0.670169568899132
"964",0.612831706018883
"965",0.679473338228881
"966",0.616039547292057
"967",0.655578032891487
"968",0.611298525850002
"969",0.665207235156353
"970",0.581589106708649
"971",0.699380931646751
"972",0.645067455460234
"973",0.643401684497619
"974",0.629583084008004
"975",0.660535948113973
"976",0.656770672969345
"977",0.674886312871295
"978",0.606698876048398
"979",0.607942633036879
"980",0.648005961830865
"981",0.632932618429386
"982",0.664890685257443
"983",0.650798109821314
"984",0.654997639888858
"985",0.586395289374866
"986",0.724053237547461
"987",0.659323734718662
"988",0.770136202400593
"989",0.724173635118844
"990",0.677976432696
"991",0.638015008208085
"992",0.645253677848836
"993",0.644007950084222
"994",0.707913758040382
"995",0.630639972615416
"996",0.674990533759917
"997",0.617617929992745
"998",0.636031484752737
"999",0.579496275694782
"1000",0.594525111492418
"1001",0.655740431093228
"1002",0.688579921700377
"1003",0.612688637287799
"1004",0.634082493045243
"1005",0.653625519063951
"1006",0.557685489939552
"1007",0.654437839390019
"1008",0.659293384424053
"1009",0.625908009654388
"1010",0.593246740044407
"1011",0.592421198625279
"1012",0.535655403164384
"1013",0.634054130645875
"1014",0.540848683001966
"1015",0.580516413392918
"1016",0.659487286028597
"1017",0.563842827700245
"1018",0.514738280447383
"1019",0.584546228186527
"1020",0.598107500611466
"1021",0.578753776907715
"1022",0.596697978815213
"1023",0.670650416767254
"1024",0.648592584471584
"1025",0.629795260035473
"1026",0.649208041806342
"1027",0.628169801580073
"1028",0.625086056045091
"1029",0.655215987907382
"1030",0.60746411775827
"1031",0.581116613430365
"1032",0.679741576903463
"1033",0.53864888533719
"1034",0.610229542026251
"1035",0.58487353331713
"1036",0.617481377498501
"1037",0.674629033663008
"1038",0.581233781004301
"1039",0.613192571078237
"1040",0.593982029297548
"1041",0.586087729332284
"1042",0.632274739371583
"1043",0.656217115784397
"1044",0.616703385294481
"1045",0.62052094748569
"1046",0.65984805183752
"1047",0.589056929282847
"1048",0.65135044048451
"1049",0.578184926558959
"1050",0.573412107029278
"1051",0.614442485156286
"1052",0.619335187938733
"1053",0.554801992823253
"1054",0.63746654980085
"1055",0.659956391604654
"1056",0.610488476309913
"1057",0.621761868132489
"1058",0.60022233923107
"1059",0.616898013480569
"1060",0.674737517275473
"1061",0.63238714801906
"1062",0.699952073379029
"1063",0.616269765309853
"1064",0.600821871632244
"1065",0.68810490945997
"1066",0.651517376905768
"1067",0.676782676983277
"1068",0.637305368520204
"1069",0.596682852728664
"1070",0.55962237982394
"1071",0.65360701063018
"1072",0.62930280528479
"1073",0.603662405008748
"1074",0.617447437002858
"1075",0.562322104051844
"1076",0.627264690032056
"1077",0.63418933651174
"1078",0.576866874844888
"1079",0.53276270780058
"1080",0.581908068391138
"1081",0.588812803359998
"1082",0.588024915544694
"1083",0.580087317352001
"1084",0.543895354247779
"1085",0.701390874745416
"1086",0.585720288676297
"1087",0.586770953912481
"1088",0.65076662774529
"1089",0.560407620872504
"1090",0.592927726774247
"1091",0.633223859079523
"1092",0.598180174118209
"1093",0.663470393681877
"1094",0.617191514754865
"1095",0.60885685436635
"1096",0.659502860392236
"1097",0.612867239578527
"1098",0.610545308065197
"1099",0.616599040687204
"1100",0.638114448757173
"1101",0.656246769247223
"1102",0.70632330057058
"1103",0.67319933353063
"1104",0.673394434009317
"1105",0.770483197479739
"1106",0.660787721208295
"1107",0.737855466444558
"1108",0.66186045155525
"1109",0.715084227574587
"1110",0.71713707603864
"1111",0.676142426085005
"1112",0.722845740824563
"1113",0.622792455159405
"1114",0.734041895412756
"1115",0.619556160542244
"1116",0.661243357102448
"1117",0.687755018797058
"1118",0.629009511956453
"1119",0.601231256875312
"1120",0.596833264323124
"1121",0.647047025206393
"1122",0.578604921649354
"1123",0.578448205746288
"1124",0.574292844373333
"1125",0.578345639281859
"1126",0.570629026810419
"1127",0.547573141144453
"1128",0.626010065730283
"1129",0.520607344278369
"1130",0.581953373695797
"1131",0.530061704502008
"1132",0.542650675411547
"1133",0.577361355299347
"1134",0.577982750148608
"1135",0.572969234335801
"1136",0.568896997837893
"1137",0.568731599225621
"1138",0.571377728523037
"1139",0.550585963769884
"1140",0.602401738069213
"1141",0.61976937471445
"1142",0.604136377884806
"1143",0.652118349573293
"1144",0.607806905028511
"1145",0.634510989670179
"1146",0.555506946009761
"1147",0.652942317961792
"1148",0.598837997666888
"1149",0.70282118257868
"1150",0.588468255408925
"1151",0.602864318711477
"1152",0.650184499979024
"1153",0.648852705337449
"1154",0.647177401707615
"1155",0.579303616046306
"1156",0.651348063385443
"1157",0.533716691604631
"1158",0.591007024943511
"1159",0.641385163134854
"1160",0.62281257284549
"1161",0.609004707164854
"1162",0.657921653512784
"1163",0.541268212941032
"1164",0.632625347595922
"1165",0.642672496838271
"1166",0.649769373090932
"1167",0.602615792443934
"1168",0.59768660271562
"1169",0.594404748716384
"1170",0.603974244983499
"1171",0.565279024564818
"1172",0.577959362256562
"1173",0.596334743470293
"1174",0.621492338190027
"1175",0.593550996158344
"1176",0.612628229858193
"1177",0.575589247042101
"1178",0.567079424127796
"1179",0.597583659436754
"1180",0.634818127118043
"1181",0.649003708373827
"1182",0.699334047369437
"1183",0.654944112112321
"1184",0.617443833679025
"1185",0.652496237841514
"1186",0.593011219439931
"1187",0.612761683564925
"1188",0.633838260892668
"1189",0.615426327758862
"1190",0.571479447908518
"1191",0.614987721007792
"1192",0.628649121953379
"1193",0.554857332658078
"1194",0.606783185502347
"1195",0.589080556983909
"1196",0.553172191622722
"1197",0.636630479984174
"1198",0.626706453479628
"1199",0.624630691356845
"1200",0.642531748560407
"1201",0.594511985525271
"1202",0.620413127690388
"1203",0.633856035708867
"1204",0.591415162064522
"1205",0.599986636891541
"1206",0.614984723462021
"1207",0.615335282890192
"1208",0.606772488946802
"1209",0.586563900175853
"1210",0.58812680796285
"1211",0.578595497619961
"1212",0.636302022317243
"1213",0.588435073758398
"1214",0.597215121395316
"1215",0.58570747460888
"1216",0.679927724651781
"1217",0.587759148956973
"1218",0.640931136310078
"1219",0.616798528385683
"1220",0.612307345171115
"1221",0.646079846852456
"1222",0.618115166292067
"1223",0.628150488783734
"1224",0.61667195456341
"1225",0.649747513998254
"1226",0.607333263606264
"1227",0.602331686934261
"1228",0.632943959593794
"1229",0.602230873184563
"1230",0.631642328560963
"1231",0.5452694528804
"1232",0.605195379398717
"1233",0.557894104949994
"1234",0.621364894205297
"1235",0.612095759896932
"1236",0.579075791383817
"1237",0.615609824702795
"1238",0.606449497759544
"1239",0.627441075517412
"1240",0.635393159830381
"1241",0.614310688475068
"1242",0.689944866181764
"1243",0.634710255098312
"1244",0.596483983292175
"1245",0.695108774501701
"1246",0.687718999330114
"1247",0.63653079255951
