"","mu_col[, 1]"
"692",2.7939450570831
"693",2.77341608751155
"694",2.75940070268135
"695",2.82490350940941
"696",2.74214916039515
"697",2.83068835979553
"698",2.78511907341664
"699",2.77102675494275
"700",2.83083342043524
"701",2.78701787957599
"702",2.81500954861598
"703",2.74371917879172
"704",2.79083764436746
"705",2.8208968514713
"706",2.8074789808032
"707",2.81071658703366
"708",2.75846477883778
"709",2.81500123394271
"710",2.80932578420631
"711",2.75218205313029
"712",2.7945068501042
"713",2.71873033625387
"714",2.79676098880657
"715",2.75270349090783
"716",2.79333236483012
"717",2.77602812643417
"718",2.78214014406094
"719",2.82465821699453
"720",2.78471428942488
"721",2.76853132325631
"722",2.81396639420219
"723",2.76352976649869
"724",2.79089898332813
"725",2.81526311351474
"726",2.77236554027031
"727",2.83521475461296
"728",2.79461116368695
"729",2.7673034770663
"730",2.79951753788035
"731",2.77875829573018
"732",2.78514659051678
"733",2.78579552037438
"734",2.78725936899428
"735",2.76396137482038
"736",2.78987193495717
"737",2.75289273874938
"738",2.76217313131667
"739",2.78226635938032
"740",2.78455802293031
"741",2.78095458818987
"742",2.77162348589164
"743",2.82833029761479
"744",2.74979852944094
"745",2.74443945428989
"746",2.7320022780869
"747",2.7319727507089
"748",2.79230620303226
"749",2.80752421662533
"750",2.75711943199401
"751",2.81470353556746
"752",2.76517436031226
"753",2.83271452986484
"754",2.79550187986878
"755",2.79040862766115
"756",2.80445835526139
"757",2.74207331419007
"758",2.83917927481902
"759",2.73838425143418
"760",2.83965457908739
"761",2.75816501146422
"762",2.795765510036
"763",2.75073953988518
"764",2.80351753912432
"765",2.78910231867014
"766",2.78128471662414
"767",2.8235041814546
"768",2.77214997479143
"769",2.8223646203773
"770",2.78940344353142
"771",2.76569909124065
"772",2.76882613342756
"773",2.75917065922449
"774",2.84718342455553
"775",2.75108216406063
"776",2.81602535794259
"777",2.7631879778922
"778",2.81911681622153
"779",2.79872069009004
"780",2.81959645311023
"781",2.82632630727743
"782",2.84738479042228
"783",2.73793469836097
"784",2.8035220522996
"785",2.83157719220728
"786",2.78775618374185
"787",2.75070866196865
"788",2.80435024855424
"789",2.79618180846837
"790",2.78899675165286
"791",2.77551476209424
"792",2.79826955564183
"793",2.81952899606386
"794",2.77503245660222
"795",2.79296159748909
"796",2.8467544240597
"797",2.79772119123367
"798",2.80974867970922
"799",2.77131407088683
"800",2.82614893458209
"801",2.7990762875836
"802",2.79162272675784
"803",2.81472655952206
"804",2.82918929730395
"805",2.83567828758644
"806",2.77749426945102
"807",2.81006546292595
"808",2.78148945679955
"809",2.85698053884641
"810",2.73984317627982
"811",2.77521158848947
"812",2.78018582928287
"813",2.8474863013654
"814",2.77822684293901
"815",2.83893002205301
"816",2.77729170089122
"817",2.79644391557737
"818",2.7824887675699
"819",2.81035310208843
"820",2.71232248075807
"821",2.79646043966496
"822",2.80260228328898
"823",2.81992792385683
"824",2.81672236051322
"825",2.74644314974993
"826",2.78496754134492
"827",2.79473667234645
"828",2.76457396140327
"829",2.78867679292466
"830",2.75502275175615
"831",2.77127237027706
"832",2.76623176212913
"833",2.81687006391173
"834",2.78288790571069
"835",2.76643671025456
"836",2.79175030518813
"837",2.7291375372814
"838",2.83926752244992
"839",2.79375269911622
"840",2.76274018169896
"841",2.8381493484958
"842",2.79809903711051
"843",2.80002402928468
"844",2.73172883014676
"845",2.80571333843507
"846",2.79505532763644
"847",2.75985930634742
"848",2.82617238950394
"849",2.75007185246527
"850",2.86576190841571
"851",2.76918549677507
"852",2.74491261856833
"853",2.83329773319461
"854",2.74730901446545
"855",2.76110072017292
"856",2.8203549778323
"857",2.74715238006045
"858",2.84787814639631
"859",2.78643787790983
"860",2.81545977294053
"861",2.8286517655579
"862",2.80866196695108
"863",2.85690470302951
"864",2.76090846414929
"865",2.77128359374274
"866",2.78725452365189
"867",2.82491026071531
"868",2.75489673399735
"869",2.82971206106971
"870",2.71772261308649
"871",2.7944992992506
"872",2.78057046714764
"873",2.76296891129899
"874",2.76405156308644
"875",2.75388284409755
"876",2.82946637691459
"877",2.78055229888911
"878",2.80485753402002
"879",2.77155359193324
"880",2.78874606643127
"881",2.80044446817008
"882",2.79957870842122
"883",2.70718246228741
"884",2.73257268592271
"885",2.8317809129625
"886",2.72100387964936
"887",2.80434311368755
"888",2.8018532999913
"889",2.74628004908516
"890",2.85636211685113
"891",2.78187003701036
"892",2.83461845265056
"893",2.78527420106559
"894",2.7902744716672
"895",2.77447685998423
"896",2.85331682272409
"897",2.73753466783878
"898",2.75217189673258
"899",2.72828078565654
"900",2.76921220653086
"901",2.74509025191314
"902",2.79431071572759
"903",2.78649894390257
"904",2.80705882031975
"905",2.78007540140018
"906",2.76336893442737
"907",2.82376792313687
"908",2.76409140825389
"909",2.79236932260928
"910",2.77903906954248
"911",2.75680192540418
"912",2.7989452616464
"913",2.77264441189423
"914",2.768824590335
"915",2.79125063752407
"916",2.77137470999008
"917",2.78282190367509
"918",2.83086301436205
"919",2.82014674630619
"920",2.77304870125886
"921",2.79385800682777
"922",2.76413833533538
"923",2.82203070289409
"924",2.7856695597138
"925",2.7530564706775
"926",2.79498242595834
"927",2.76921312550448
"928",2.79818902468116
"929",2.78017631958844
"930",2.8312614400099
"931",2.85359079719946
"932",2.71653799542793
"933",2.75498219053864
"934",2.81977597016779
"935",2.80060937912877
"936",2.8445632835969
"937",2.74240096085686
"938",2.78212856966872
"939",2.75900528438658
"940",2.74764936079851
"941",2.81393298883911
"942",2.79153844501121
"943",2.72484506596862
"944",2.78307419924864
"945",2.78900423065802
"946",2.7718942453522
"947",2.79464465721398
"948",2.78222364703779
"949",2.76733267540927
"950",2.80521260849166
"951",2.74488650281695
"952",2.81592920364381
"953",2.75841683309436
"954",2.73876954649794
"955",2.77828915758944
"956",2.77746441748596
"957",2.76531252716758
"958",2.76296851596148
"959",2.82906031155776
"960",2.7696195843104
"961",2.78217336053506
"962",2.78781489195769
"963",2.72331876411068
"964",2.81453828622139
"965",2.74959139838143
"966",2.81383076317981
"967",2.76334104853451
"968",2.772073743686
"969",2.77624325651863
"970",2.85384492549854
"971",2.7563903313865
"972",2.79603799609715
"973",2.8033623593096
"974",2.80284138095271
"975",2.76719338011306
"976",2.77499877147086
"977",2.74875540240618
"978",2.80609040844507
"979",2.82697128799407
"980",2.784514331937
"981",2.79585970960763
"982",2.80109505543806
"983",2.79559804500836
"984",2.8223772539723
"985",2.85387460386618
"986",2.75126247245499
"987",2.79604417041632
"988",2.73091730293308
"989",2.80378679210464
"990",2.82485635627881
"991",2.82585175661849
"992",2.81730023299323
"993",2.8149550979973
"994",2.72466355943406
"995",2.81289079503027
"996",2.74258982986975
"997",2.77889557859799
"998",2.76809695473407
"999",2.82447572690749
"1000",2.82031229194224
"1001",2.78667748445654
"1002",2.74762662835104
"1003",2.80492855220447
"1004",2.78770253886524
"1005",2.77858490663051
"1006",2.84639768989421
"1007",2.78288101814274
"1008",2.75910542256247
"1009",2.77993864887633
"1010",2.77760121516254
"1011",2.77480934808574
"1012",2.79719202784526
"1013",2.74305877872204
"1014",2.79799609528721
"1015",2.81607878481344
"1016",2.70897292233707
"1017",2.78188374540322
"1018",2.81964790591578
"1019",2.76041321060537
"1020",2.75970114575893
"1021",2.78559779393309
"1022",2.78128758503577
"1023",2.76535965527539
"1024",2.7861344378149
"1025",2.77664310899366
"1026",2.76758177666818
"1027",2.81140449094224
"1028",2.80064490560512
"1029",2.77211947925671
"1030",2.7859567858509
"1031",2.82768387658281
"1032",2.73445750846981
"1033",2.84367831641704
"1034",2.797562310442
"1035",2.78775148256305
"1036",2.7887567925682
"1037",2.72953501920234
"1038",2.81607240872344
"1039",2.79661616213458
"1040",2.80521075827665
"1041",2.81435298993027
"1042",2.78890565910393
"1043",2.77631974372688
"1044",2.82732700389668
"1045",2.81768687319314
"1046",2.78501529963548
"1047",2.84087183371458
"1048",2.78182633297433
"1049",2.79435528029424
"1050",2.81590898978702
"1051",2.77367789418621
"1052",2.78599339718806
"1053",2.86322579481102
"1054",2.73713697305183
"1055",2.74890325323146
"1056",2.80165510316497
"1057",2.78185698406496
"1058",2.7779503857647
"1059",2.8042682612679
"1060",2.74931199930758
"1061",2.79896999179736
"1062",2.75609764026557
"1063",2.78333151874817
"1064",2.78673812279312
"1065",2.73971456133914
"1066",2.78695448331547
"1067",2.75273729558623
"1068",2.83341750237393
"1069",2.80413557070356
"1070",2.82137240667289
"1071",2.78047481905793
"1072",2.77999305845475
"1073",2.80134074390794
"1074",2.78523739240501
"1075",2.82388432677012
"1076",2.77999905821132
"1077",2.74526092276239
"1078",2.74457493517643
"1079",2.81959048673898
"1080",2.75413494047743
"1081",2.73139640505117
"1082",2.74191861246473
"1083",2.75983939181773
"1084",2.82583895177406
"1085",2.70115769855943
"1086",2.78879239488666
"1087",2.82038910034861
"1088",2.74573851458917
"1089",2.82621673383191
"1090",2.80514514667935
"1091",2.77128156316161
"1092",2.80140573064555
"1093",2.73005985667991
"1094",2.77683051577271
"1095",2.81658743014377
"1096",2.76358799472643
"1097",2.78804553990885
"1098",2.79331611375824
"1099",2.79927842284479
"1100",2.7463503338172
"1101",2.75658855688136
"1102",2.76019483595297
"1103",2.78010717455106
"1104",2.81250422398383
"1105",2.73649036242537
"1106",2.86710400847752
"1107",2.75454433591186
"1108",2.87758463764747
"1109",2.77503166538216
"1110",2.85026348188462
"1111",2.80548963139452
"1112",2.75355748220454
"1113",2.8720086297494
"1114",2.73989146318613
"1115",2.81672245114089
"1116",2.75703520156123
"1117",2.72418803493304
"1118",2.78904164919287
"1119",2.78538769963942
"1120",2.77916425828301
"1121",2.78737645756085
"1122",2.75163937918608
"1123",2.78318570595012
"1124",2.79198487764602
"1125",2.74120603157966
"1126",2.75619019978368
"1127",2.79263584010081
"1128",2.73586459016674
"1129",2.80247533092364
"1130",2.74169729766985
"1131",2.76122279562977
"1132",2.76718109772868
"1133",2.71673665355824
"1134",2.76393428080529
"1135",2.79744174465662
"1136",2.77169889438093
"1137",2.79772260012181
"1138",2.75523428442079
"1139",2.74753357416521
"1140",2.79759028360561
"1141",2.76794899411386
"1142",2.81924770341013
"1143",2.76449833732436
"1144",2.82858403503926
"1145",2.76470418168867
"1146",2.83223209676495
"1147",2.75301144905718
"1148",2.8214481773791
"1149",2.71918440081885
"1150",2.82921357621449
"1151",2.80253001322588
"1152",2.77754479546015
"1153",2.75812549063995
"1154",2.75760271692982
"1155",2.81475026066069
"1156",2.74977688720267
"1157",2.84327312198838
"1158",2.80329940137537
"1159",2.78552971264915
"1160",2.75776653253337
"1161",2.792053849066
"1162",2.7483315391646
"1163",2.83082438027812
"1164",2.74875094850498
"1165",2.77009611495333
"1166",2.74014651123415
"1167",2.79346726781926
"1168",2.78665704851121
"1169",2.81508215757098
"1170",2.7613944977795
"1171",2.83459537428655
"1172",2.79737521249301
"1173",2.80675485271423
"1174",2.77903396876415
"1175",2.77173301159899
"1176",2.75670398052397
"1177",2.7999291886716
"1178",2.82177003520915
"1179",2.80119629074581
"1180",2.76676626757954
"1181",2.7607084504444
"1182",2.74300396007543
"1183",2.79794183406798
"1184",2.80764903373859
"1185",2.75281091954425
"1186",2.81347747373911
"1187",2.78956493208649
"1188",2.75799355163892
"1189",2.79614605666785
"1190",2.78531681356403
"1191",2.7906012435172
"1192",2.77496387696733
"1193",2.78451618241511
"1194",2.7545759041962
"1195",2.769427047803
"1196",2.79328003341416
"1197",2.75623574192938
"1198",2.76521064525186
"1199",2.80727717299892
"1200",2.77587161559327
"1201",2.84007902588689
"1202",2.77016732467172
"1203",2.77919532187224
"1204",2.8031227820527
"1205",2.78424677228461
"1206",2.75439090260743
"1207",2.74914609948106
"1208",2.76678535964698
"1209",2.80759814083897
"1210",2.78963062980796
"1211",2.79601685594851
"1212",2.75179076825934
"1213",2.80489570097677
"1214",2.8116436261018
"1215",2.84461321891128
"1216",2.74926196039897
"1217",2.84985629463392
"1218",2.76785046573355
"1219",2.83427148763226
"1220",2.75787271800614
"1221",2.78848941879125
"1222",2.81151511917435
"1223",2.78252300430246
"1224",2.79334897603577
"1225",2.76501184547153
"1226",2.8002193996873
"1227",2.81457283483035
"1228",2.75201168434309
"1229",2.78586056496529
"1230",2.76838176282341
"1231",2.82397665872713
"1232",2.78985613713524
"1233",2.79535070218526
"1234",2.7790162549721
"1235",2.75310237386411
"1236",2.74748988561869
"1237",2.75787364414245
"1238",2.79325226559019
"1239",2.79598462230034
"1240",2.79235449532353
"1241",2.81429726420842
"1242",2.78685031535396
"1243",2.82899295749827
"1244",2.87097381723078
"1245",2.7703136403063
"1246",2.76490394714848
"1247",2.79215711063045
