"","mu_col[, 1]"
"4043",2.78609933336346
"4044",2.77637977835684
"4045",2.79754668249219
"4046",2.79056091218531
"4047",2.81564720940092
"4048",2.73913414753259
"4049",2.81238590630856
"4050",2.75557433526461
"4051",2.86783776281005
"4052",2.7442045878432
"4053",2.79147611975781
"4054",2.76399668851841
"4055",2.76352349011227
"4056",2.79959013606127
"4057",2.80800467762264
"4058",2.78301073684243
"4059",2.78246058413834
"4060",2.78891884417711
"4061",2.77459630496899
"4062",2.76788262463915
"4063",2.77570853437655
"4064",2.83793977789196
"4065",2.71933514254456
"4066",2.85872033939401
"4067",2.73802671026933
"4068",2.74074924616614
"4069",2.7623530174357
"4070",2.78808611943114
"4071",2.85641384945643
"4072",2.74331444368156
"4073",2.82451439452513
"4074",2.78211944085888
"4075",2.81454421705566
"4076",2.79565428561333
"4077",2.75261800321064
"4078",2.82294215545875
"4079",2.7265888371964
"4080",2.81430531036711
"4081",2.81358376907362
"4082",2.75044237045278
"4083",2.81775596047014
"4084",2.78587422435265
"4085",2.76999800114811
"4086",2.82718339796609
"4087",2.77846515204505
"4088",2.79118542656371
"4089",2.81264026076428
"4090",2.81762741975297
"4091",2.83204202459261
"4092",2.74354713506924
"4093",2.80355086278864
"4094",2.87993469290387
"4095",2.77751167774911
"4096",2.81719924793861
"4097",2.82673211120627
"4098",2.7888179675966
"4099",2.74755876434289
"4100",2.84370617778461
"4101",2.80845106062368
"4102",2.74749307791243
"4103",2.8253861791779
"4104",2.82356736532634
"4105",2.79595833444104
"4106",2.81225149280416
"4107",2.78728891765631
"4108",2.83982983568054
"4109",2.80451526925953
"4110",2.79482571339949
"4111",2.78382679345067
"4112",2.7861497077633
"4113",2.80962668008397
"4114",2.76491388471823
"4115",2.7913027915151
"4116",2.7765589446012
"4117",2.8010645446438
"4118",2.74757458901723
"4119",2.78882958750523
"4120",2.73624358793076
"4121",2.83240839483447
"4122",2.82671371394302
"4123",2.76435659865089
"4124",2.81421775045282
"4125",2.74572199789548
"4126",2.8259058695961
"4127",2.67791118351752
"4128",2.78474080840903
"4129",2.70111073551109
"4130",2.81628617093206
"4131",2.79352020746391
"4132",2.82252806133318
"4133",2.79654811891174
"4134",2.77887915233191
"4135",2.77279906908787
"4136",2.79244845869033
"4137",2.76676896136274
"4138",2.78997916421724
"4139",2.75707744320121
"4140",2.76796203552889
"4141",2.81093942246202
"4142",2.76557610586556
"4143",2.79388751817668
"4144",2.77637484671426
"4145",2.71996925699701
"4146",2.81868336769875
"4147",2.80280933427555
"4148",2.71380049257651
"4149",2.79441915478707
"4150",2.73049241672978
"4151",2.80194813443056
"4152",2.73781393642364
"4153",2.79776450040457
"4154",2.73572876803064
"4155",2.7918851563529
"4156",2.74211535298799
"4157",2.79568600565932
"4158",2.77751432260268
"4159",2.85032073091656
"4160",2.81161790591431
"4161",2.80424841230655
"4162",2.83114744881868
"4163",2.73676851924536
"4164",2.79647867776004
"4165",2.81019572339886
"4166",2.7774386715822
"4167",2.82776751019795
"4168",2.74614543254817
"4169",2.73887830783589
"4170",2.77284092626682
"4171",2.79767138634878
"4172",2.73451786292511
"4173",2.78129801273002
"4174",2.79976018504124
"4175",2.80434557064391
"4176",2.76876599917339
"4177",2.73842151832693
"4178",2.82010326217079
"4179",2.81174088029853
"4180",2.83348073442858
"4181",2.76466958044759
"4182",2.72268991425235
"4183",2.8499100786636
"4184",2.69949164068917
"4185",2.83311180409381
"4186",2.7872241922631
"4187",2.77508774935546
"4188",2.79500227060865
"4189",2.85454590464062
"4190",2.75017305687434
"4191",2.7956299744966
"4192",2.77534741704517
"4193",2.76542606683611
"4194",2.80601494719854
"4195",2.80162453620117
"4196",2.79392692771884
"4197",2.76406075891485
"4198",2.7915656367903
"4199",2.79959583416212
"4200",2.76435301111655
"4201",2.81828576388238
"4202",2.76922765998611
"4203",2.79183885837611
"4204",2.80694313309517
"4205",2.78827451707494
"4206",2.82932708860946
"4207",2.72530331910095
"4208",2.81900122303717
"4209",2.81870258543013
"4210",2.81491488837612
"4211",2.75770555267488
"4212",2.81746612222398
"4213",2.79161005997551
"4214",2.75039537092761
"4215",2.82132181056022
"4216",2.78460446228813
"4217",2.80711133489012
"4218",2.79535181689401
"4219",2.79798171132959
"4220",2.79446478599508
"4221",2.81043136985253
"4222",2.80540185066548
"4223",2.78018638640295
"4224",2.81202499706401
"4225",2.82204130304688
"4226",2.82816023677889
"4227",2.83454673497752
"4228",2.81915501678468
"4229",2.82142073383567
"4230",2.7552604721177
"4231",2.80708263069412
"4232",2.84928079142476
"4233",2.82541258414522
"4234",2.8139862384882
"4235",2.79789985869438
"4236",2.78927624572161
"4237",2.7541201951463
"4238",2.77122776946924
"4239",2.75566285434598
"4240",2.78368486872072
"4241",2.78762457408246
"4242",2.76211475377622
"4243",2.78307033591336
"4244",2.79581850995103
"4245",2.82345761568464
"4246",2.75377010099736
"4247",2.7719469792846
"4248",2.77870733830448
"4249",2.81200115474699
"4250",2.8020963864429
"4251",2.76804329429058
"4252",2.77884970540075
"4253",2.75062144171899
"4254",2.74546005864705
"4255",2.79960492073477
"4256",2.79405907180665
"4257",2.788637259086
"4258",2.80578731341702
"4259",2.80896645439577
"4260",2.72085760484437
"4261",2.81934929482366
"4262",2.8014236137309
"4263",2.75769093784541
"4264",2.7676131716774
"4265",2.78172109167869
"4266",2.78275397582722
"4267",2.85613462141815
"4268",2.76652590533996
"4269",2.79990210735405
"4270",2.75292779861173
"4271",2.81704117689868
"4272",2.77990289525273
"4273",2.8174660258144
"4274",2.75536502640219
"4275",2.78618865432598
"4276",2.79700591342488
"4277",2.78644034757081
"4278",2.76254528857422
"4279",2.77647173536119
"4280",2.77341060937895
"4281",2.82053634105427
"4282",2.76233997959527
"4283",2.74145382242887
"4284",2.83724888049853
"4285",2.79211634582396
"4286",2.76498481736441
"4287",2.79961895749033
"4288",2.80188242967233
"4289",2.74345492659831
"4290",2.7480829346025
"4291",2.77973649549472
"4292",2.82082218626615
"4293",2.71915651608313
"4294",2.75419517475626
"4295",2.81099998602684
"4296",2.75127013051566
"4297",2.7751984344286
"4298",2.72242423603247
"4299",2.7550437352063
"4300",2.79320154007296
"4301",2.74015634817804
"4302",2.82664021133798
"4303",2.7787589856771
"4304",2.77948662482422
"4305",2.75829792157546
"4306",2.85232402507008
"4307",2.75399337146997
"4308",2.78267674725124
"4309",2.78239394125297
"4310",2.78552317896643
"4311",2.74280282322314
"4312",2.83087826515504
"4313",2.70226961474547
"4314",2.80417743582727
"4315",2.79413326525389
"4316",2.79419609747242
"4317",2.78400961258498
"4318",2.74204102569689
"4319",2.79921897166906
"4320",2.80207683018236
"4321",2.76063144968961
"4322",2.79282518615423
"4323",2.78991550637823
"4324",2.77437370181123
"4325",2.74739777665089
"4326",2.76946457196401
"4327",2.78392346522399
"4328",2.77507238614432
"4329",2.77593187080533
"4330",2.69911335197187
"4331",2.818817113355
"4332",2.79873241680747
"4333",2.7609051403641
"4334",2.73214859065705
"4335",2.77989738314238
"4336",2.78021197426862
"4337",2.80908855594461
"4338",2.73059608485303
"4339",2.82798715926133
"4340",2.83956204878466
"4341",2.79991009866139
"4342",2.76630050808058
"4343",2.82586090085716
"4344",2.77070675815568
"4345",2.82818875338135
"4346",2.75280239196764
"4347",2.78122988674444
"4348",2.77544940810562
"4349",2.77866473399854
"4350",2.81494496145774
"4351",2.79317003194431
"4352",2.79136436115817
"4353",2.7757080135656
"4354",2.77002064247617
"4355",2.75517691963197
"4356",2.8475656889144
"4357",2.7306284863598
"4358",2.77795949691733
"4359",2.76915223132347
"4360",2.78769443507842
"4361",2.75226386484971
"4362",2.7819838273831
"4363",2.86125154690506
"4364",2.72609388779606
"4365",2.81975009092772
"4366",2.75761459932955
"4367",2.79353657238747
"4368",2.76974752598385
"4369",2.82974943425923
"4370",2.77155344216975
"4371",2.76003990323527
"4372",2.78898668469121
"4373",2.71824197825084
"4374",2.82352868817294
"4375",2.81933789001706
"4376",2.72966456752131
"4377",2.81486278103328
"4378",2.80650430814111
"4379",2.7976535166851
"4380",2.79834479013451
"4381",2.78503576048259
"4382",2.76654537004147
"4383",2.79060656840651
"4384",2.79310194064677
"4385",2.84662419373511
"4386",2.76925928469251
"4387",2.81690120698743
"4388",2.75449729497546
"4389",2.83827269982854
"4390",2.77327763679744
"4391",2.80341138611605
"4392",2.76806729618046
"4393",2.8028393369831
"4394",2.77333817115376
"4395",2.77606579032708
"4396",2.73415316492355
"4397",2.7809640539709
"4398",2.75036442957012
"4399",2.80781363342209
"4400",2.73037598019083
"4401",2.7654715599418
"4402",2.79057738762268
"4403",2.7745119687456
"4404",2.7412980875692
"4405",2.77600131094617
"4406",2.75943441868657
"4407",2.77353904841523
"4408",2.72242053498926
"4409",2.77048716446787
"4410",2.75774823139785
"4411",2.80588805221827
"4412",2.74480085090998
"4413",2.73607421798357
"4414",2.79118866220269
"4415",2.80788528019972
"4416",2.72679114227645
"4417",2.75945767133637
"4418",2.77882046415666
"4419",2.72489983791294
"4420",2.7779611981139
"4421",2.77343213334146
"4422",2.80472160418595
"4423",2.72322428795559
"4424",2.78553387379869
"4425",2.77806395521756
"4426",2.78904419639465
"4427",2.74458747848704
"4428",2.82315205085385
"4429",2.72335038199681
"4430",2.78765838132729
"4431",2.76826654716315
"4432",2.76650443717148
"4433",2.76058500857621
"4434",2.77583249966469
"4435",2.72378160321323
"4436",2.81001087388342
"4437",2.7654810895434
"4438",2.78674115639553
"4439",2.78089873845849
"4440",2.82369083834364
"4441",2.78942972947167
"4442",2.80525074251236
"4443",2.74628781338057
"4444",2.78498586220742
"4445",2.75401111251861
"4446",2.77551914360826
"4447",2.75304272568967
"4448",2.78013023132306
"4449",2.78189611381987
"4450",2.78136906457615
"4451",2.7603261840522
"4452",2.77879303070556
"4453",2.80060622805696
"4454",2.7851975505115
"4455",2.78385672840531
"4456",2.78234656884584
"4457",2.82173753018275
"4458",2.76529147722234
"4459",2.76063787005569
"4460",2.76098979725874
"4461",2.76798229853109
"4462",2.81912329758823
"4463",2.78173515228169
"4464",2.78429163815904
"4465",2.7675493542851
"4466",2.74628152452443
"4467",2.81621357801329
"4468",2.76746443349932
"4469",2.80283852492143
"4470",2.75157953984063
"4471",2.80767196365804
"4472",2.76187225555434
"4473",2.79623848860029
"4474",2.74842661096274
"4475",2.75266001601765
"4476",2.8021829734142
"4477",2.7671673901958
"4478",2.76286025566452
"4479",2.75391010250177
"4480",2.7892015889275
"4481",2.7990680578431
"4482",2.81331079593877
"4483",2.78302463441176
"4484",2.78567268122947
"4485",2.80161227403752
"4486",2.76789401985415
"4487",2.81436185412431
"4488",2.82880168652618
"4489",2.76851337518937
"4490",2.77927960024746
"4491",2.83400800116836
"4492",2.80801032833288
"4493",2.7688729287488
"4494",2.8275127527096
"4495",2.75031244434364
"4496",2.84702124282374
"4497",2.78891033105978
"4498",2.81666371374174
"4499",2.78318792100905
"4500",2.87952004210013
"4501",2.79243169833378
"4502",2.79168377984605
"4503",2.77622869344855
"4504",2.80540699260167
"4505",2.80376454603188
"4506",2.81816385742522
"4507",2.75055136983536
"4508",2.83146725186465
"4509",2.81328481282423
"4510",2.75100192257089
"4511",2.77521286190841
"4512",2.78158639518163
"4513",2.75107045408244
"4514",2.84114435697705
"4515",2.7093331322405
"4516",2.85802175855435
"4517",2.73249754664107
"4518",2.75505211607165
"4519",2.77572351998345
"4520",2.82917634900056
"4521",2.7450367833208
"4522",2.81656745061986
"4523",2.75536109506643
"4524",2.80707372750696
"4525",2.77994501939737
"4526",2.83394790027855
"4527",2.77207580087393
"4528",2.74393893445502
"4529",2.84209241530249
"4530",2.69928192920155
"4531",2.82353419586799
"4532",2.7325106805386
"4533",2.78526872980672
"4534",2.79841767949409
"4535",2.72905378520866
"4536",2.8041031236313
"4537",2.77547131880962
"4538",2.78604099940773
"4539",2.77959805356456
"4540",2.76619195798818
"4541",2.76277520570159
"4542",2.78197100057672
"4543",2.79953679733295
"4544",2.77945808047414
"4545",2.8645087329214
"4546",2.77264002216147
"4547",2.74720147277546
"4548",2.79791921447514
"4549",2.73360920499986
"4550",2.79935005993809
"4551",2.76421307934177
"4552",2.74574896920757
"4553",2.81447438756048
"4554",2.83873380246283
"4555",2.7893214484995
"4556",2.82880331347184
"4557",2.81474420643806
"4558",2.77018392922786
"4559",2.81066367507096
"4560",2.76051524462411
"4561",2.8114192147691
"4562",2.76701020880194
"4563",2.79993142796006
"4564",2.77455929829774
"4565",2.80597173147946
"4566",2.76801911256723
"4567",2.79339279909345
"4568",2.77715113654303
"4569",2.80159986343164
"4570",2.74058012517323
"4571",2.74893482835416
"4572",2.77691536429889
"4573",2.84005142300218
"4574",2.74071453675636
"4575",2.78575003636928
"4576",2.76460622792252
"4577",2.77565544403721
"4578",2.74806193853684
"4579",2.80363803212398
"4580",2.76395622532309
"4581",2.77692354465633
"4582",2.72505491501369
"4583",2.783334639511
"4584",2.77429295948572
"4585",2.81333971001861
"4586",2.76583412103549
"4587",2.76611770280482
"4588",2.75943781165781
"4589",2.84321686931968
"4590",2.75643861699173
"4591",2.76507201026112
"4592",2.76900324640903
"4593",2.79586616754884
"4594",2.78842469104391
"4595",2.69868386342376
"4596",2.75160340801183
"4597",2.76461034991934
"4598",2.77395013548563
"4599",2.7053501966485
"4600",2.75479540985313
"4601",2.80298596006871
"4602",2.74834938587209
"4603",2.82719927601135
"4604",2.71360922457814
"4605",2.80636390929827
"4606",2.73549360669818
"4607",2.74431367265815
"4608",2.76387224906452
"4609",2.81655706968637
"4610",2.78494865130387
"4611",2.77898190314142
"4612",2.7638199236056
"4613",2.80381170485252
"4614",2.76232600700328
"4615",2.73974146599109
"4616",2.84837246697612
"4617",2.74795751410835
"4618",2.80565725593391
"4619",2.76698735731412
"4620",2.80427634496088
"4621",2.78450156253215
"4622",2.76951608529122
"4623",2.81888788313764
"4624",2.79195325275464
"4625",2.7610100544883
"4626",2.79737970880453
"4627",2.77891125588694
"4628",2.76833091018816
"4629",2.78856412254718
"4630",2.83002734208591
"4631",2.7582151862095
"4632",2.7689382114361
"4633",2.78541400057631
"4634",2.74077670750363
"4635",2.78733725287738
"4636",2.75740185485266
"4637",2.80566390676628
"4638",2.80835121689224
"4639",2.78961502314921
"4640",2.78517792310113
"4641",2.79078477236506
"4642",2.77259025276907
"4643",2.80312728477901
"4644",2.74717125145666
"4645",2.76460135867263
"4646",2.78062819822808
"4647",2.81328391002609
"4648",2.79177861153607
"4649",2.77829154640159
"4650",2.7896915650058
"4651",2.78210055170489
"4652",2.82296604685633
"4653",2.78700225918431
"4654",2.84076686934842
"4655",2.83953229927582
"4656",2.80035435852395
"4657",2.80697983687145
"4658",2.73693882727943
"4659",2.76091610734014
"4660",2.83486666167845
"4661",2.79936394716186
"4662",2.74519210564142
"4663",2.76937140300987
"4664",2.82008940155282
"4665",2.73822148645445
"4666",2.78713883643119
"4667",2.77927785200316
"4668",2.81387470869774
"4669",2.76663369107565
"4670",2.80261880321297
"4671",2.74890613766508
"4672",2.7623001870666
"4673",2.83662192675176
"4674",2.81281152524358
"4675",2.80593455075088
"4676",2.81413523438613
"4677",2.79725010514689
"4678",2.80160925997673
"4679",2.81150170270766
"4680",2.82525815541258
"4681",2.76710731847841
"4682",2.79585158319304
"4683",2.74721744801699
"4684",2.7918737086124
"4685",2.81336720818408
"4686",2.75874873819096
"4687",2.7628547124181
"4688",2.7819512856051
"4689",2.74795080518732
"4690",2.78484118654053
"4691",2.77587576593593
"4692",2.78366792798858
"4693",2.77199251911308
"4694",2.78294839542839
"4695",2.76687982000134
"4696",2.74226794364147
"4697",2.82840338246171
"4698",2.75720776278465
"4699",2.7923711535263
"4700",2.76451981988481
"4701",2.75136677342505
"4702",2.75624948284697
"4703",2.76574848022501
"4704",2.74247211933396
"4705",2.82428655850508
"4706",2.73059179540175
"4707",2.78769837750271
"4708",2.75482987208535
"4709",2.73252470634739
"4710",2.73983456455268
"4711",2.82297433122428
"4712",2.75339007093321
"4713",2.78203138913196
"4714",2.80466804820539
"4715",2.84782473114436
"4716",2.76484482789013
"4717",2.83332515029455
"4718",2.7459195010489
"4719",2.79843843495369
"4720",2.75664971035135
"4721",2.79766284936604
"4722",2.76549468994499
"4723",2.70173545323134
"4724",2.78879207665311
"4725",2.74956876605763
"4726",2.8119932429175
"4727",2.75784245285109
"4728",2.81372657848034
"4729",2.81348222642875
"4730",2.79236252708512
"4731",2.78432445452976
"4732",2.77285579924219
"4733",2.7516522393258
"4734",2.85319685937478
"4735",2.72327674981231
"4736",2.86432088846071
"4737",2.77580804231707
"4738",2.87099233877212
"4739",2.76490912966538
"4740",2.71885514313066
"4741",2.83147878612034
"4742",2.74352995172309
"4743",2.81976554933075
"4744",2.72870038968326
"4745",2.85947412834987
"4746",2.73202923534993
"4747",2.82742940626464
"4748",2.7387113091386
"4749",2.79017864439751
"4750",2.78577526425179
"4751",2.79380647002851
"4752",2.82107514879134
"4753",2.72427625032447
"4754",2.78186560696632
"4755",2.79747979822848
"4756",2.79596786185087
"4757",2.76190836131453
"4758",2.8130444963833
"4759",2.71129158635143
"4760",2.81988100610036
"4761",2.75734759708381
"4762",2.77013950042976
"4763",2.7892691814636
"4764",2.8384073158962
"4765",2.71917954418231
"4766",2.76399317431237
"4767",2.78427691500243
"4768",2.80462159377675
"4769",2.73872150543804
"4770",2.75520402708856
"4771",2.76585522532939
"4772",2.7257390745813
"4773",2.75346225822373
"4774",2.82996739975748
"4775",2.67497414052941
"4776",2.83724810524735
"4777",2.7183731482571
"4778",2.80302071490555
"4779",2.76335432306431
"4780",2.75590589483649
"4781",2.77669649679116
"4782",2.79879181867621
"4783",2.78513071115323
"4784",2.78147772379868
"4785",2.83172801440813
"4786",2.72373510351355
"4787",2.85147161563364
"4788",2.74126198919587
"4789",2.80062719908666
"4790",2.75852705904386
"4791",2.76263581074647
"4792",2.85113302551499
"4793",2.75783874524214
"4794",2.80624089227715
"4795",2.80861743096881
"4796",2.73706259817677
"4797",2.73483620934756
"4798",2.83157088122713
"4799",2.77812798864953
"4800",2.78658963853272
"4801",2.71747013120019
"4802",2.7843219039144
"4803",2.72828028873259
"4804",2.7860686677164
"4805",2.74971618349951
"4806",2.79438281356845
"4807",2.87692954296803
"4808",2.76333016747869
"4809",2.79264041328026
"4810",2.74698784358411
"4811",2.77635304035414
"4812",2.81366856184537
"4813",2.81699314433274
"4814",2.81652997250568
"4815",2.77939947721485
"4816",2.80164987495411
"4817",2.77646332117028
"4818",2.80488528001564
"4819",2.83031165632962
"4820",2.74342389253135
"4821",2.77838796960592
"4822",2.79278557262201
"4823",2.81167399626744
"4824",2.80020661995465
"4825",2.75175368296926
"4826",2.78282706332036
"4827",2.77408576271414
"4828",2.82985794274914
"4829",2.73834262685794
"4830",2.82860777043792
"4831",2.76376489189406
"4832",2.77146204994941
"4833",2.77105017893087
"4834",2.79456327799933
"4835",2.77654410337289
"4836",2.73640520894831
"4837",2.81005474659249
"4838",2.76726752357292
"4839",2.78027744801285
"4840",2.72881602372216
"4841",2.79117279144967
"4842",2.75259310992833
"4843",2.75448579371434
"4844",2.7633949938121
"4845",2.72560301500692
"4846",2.79619890074186
"4847",2.77871591570949
"4848",2.74300972197344
"4849",2.77806274879272
"4850",2.79260023462471
"4851",2.75412995872697
"4852",2.79587225599641
"4853",2.75467743811901
"4854",2.7800181769624
"4855",2.76750131141196
"4856",2.75772542827123
"4857",2.76220304452448
"4858",2.80879449360791
"4859",2.7999992066095
"4860",2.75046127997436
"4861",2.7647066101402
"4862",2.7698390156
"4863",2.83775407645086
"4864",2.75931871314843
"4865",2.79645158691439
"4866",2.77366084945875
"4867",2.83834210748814
"4868",2.78489207338631
"4869",2.7779872230915
"4870",2.77664375133635
"4871",2.77686040652464
"4872",2.75248208583901
"4873",2.79974472934713
"4874",2.77467294359527
"4875",2.83034341585626
"4876",2.83901400791158
"4877",2.76722108209628
"4878",2.85116469367321
"4879",2.80915014395523
"4880",2.80277616966895
"4881",2.78732720505552
"4882",2.77857388122301
"4883",2.82275041634862
"4884",2.82275103610002
"4885",2.7969455043443
"4886",2.79739263084911
"4887",2.77267065529439
"4888",2.84273804941674
"4889",2.74334698237495
"4890",2.79889888758878
"4891",2.74688141085132
"4892",2.82960755411708
"4893",2.75617823228214
"4894",2.77268320255141
"4895",2.76188376797507
"4896",2.8302151808486
"4897",2.73498075538234
"4898",2.80791110835862
"4899",2.79815227589276
"4900",2.78481817180113
"4901",2.80232757437344
"4902",2.80600959547035
"4903",2.74024227194415
"4904",2.81401869969685
"4905",2.78707175108441
"4906",2.75185585992692
"4907",2.74210800115678
"4908",2.80517404523752
"4909",2.75043522666055
"4910",2.81345422420091
"4911",2.76174062807344
"4912",2.76157973105601
"4913",2.8193315462606
"4914",2.76211329161239
"4915",2.79853224642574
"4916",2.79855535789809
"4917",2.80830640735984
"4918",2.76408388451369
"4919",2.75638652261351
"4920",2.72196439828567
"4921",2.75557357749461
"4922",2.82128546116169
"4923",2.77726453997245
"4924",2.83711235584283
"4925",2.77469249046785
"4926",2.80164278338175
"4927",2.78717951215699
"4928",2.73640080030522
"4929",2.79689602130725
"4930",2.74200137392598
"4931",2.78875440470669
"4932",2.78425452338793
"4933",2.748553292741
"4934",2.79034872762227
"4935",2.79132357279883
"4936",2.78756752764079
"4937",2.79934493975733
"4938",2.76736085692345
"4939",2.77203973457442
"4940",2.82867582690599
"4941",2.79110239592555
"4942",2.78720319827065
"4943",2.74183987262325
"4944",2.77051085599849
"4945",2.78985701889455
"4946",2.80136934826129
"4947",2.73143265591379
"4948",2.79531112024662
"4949",2.77867896625804
"4950",2.78626117269813
"4951",2.78335550831866
"4952",2.78330035526095
"4953",2.81571480514266
"4954",2.83577314824169
"4955",2.71654486447305
"4956",2.77674842360988
"4957",2.80935131343497
"4958",2.77064044822515
"4959",2.82244486280244
"4960",2.74890132636869
"4961",2.76824918310613
"4962",2.79020341920132
"4963",2.73293856548513
"4964",2.77615296003545
"4965",2.77741564284652
"4966",2.81807639215538
"4967",2.74730635844531
"4968",2.82596545969733
"4969",2.75561246390801
"4970",2.81934636030196
"4971",2.7603502142959
"4972",2.78576162131717
"4973",2.76428619988575
"4974",2.74922309406248
"4975",2.7903013780865
"4976",2.74914818222306
"4977",2.85404710275054
"4978",2.75720579791695
"4979",2.8059302805834
"4980",2.73758149963257
"4981",2.7688916324014
"4982",2.75342500417166
"4983",2.80940633959966
"4984",2.80920343683062
"4985",2.81183986309702
"4986",2.81411350607195
"4987",2.79920426719628
"4988",2.765599178122
"4989",2.76878561719265
"4990",2.78112184934143
"4991",2.75971776426339
"4992",2.78707849395459
"4993",2.76552383805813
"4994",2.7773485065467
"4995",2.784770388942
"4996",2.77455938252331
"4997",2.78683755793711
"4998",2.79894888762222
"4999",2.80497333291799
"5000",2.7550378582148
"5001",2.78480056953632
"5002",2.78846795183681
"5003",2.75220793152926
"5004",2.73215761778817
"5005",2.7735793362987
"5006",2.78902566691489
"5007",2.75633419363705
"5008",2.77331566345163
"5009",2.77138495104706
"5010",2.76338154079751
"5011",2.80334095856894
"5012",2.80277198370793
"5013",2.77712447286164
"5014",2.78306225793058
"5015",2.78989513144641
"5016",2.78622501258187
"5017",2.78072523999762
"5018",2.74032157302353
"5019",2.8750505459521
"5020",2.78469581129566
"5021",2.84006717332756
"5022",2.78993219855922
"5023",2.84968727010261
"5024",2.78995615252271
"5025",2.75352790536167
"5026",2.80117398079919
"5027",2.77557208714366
"5028",2.78372769508413
"5029",2.79355008013199
"5030",2.82026541690514
"5031",2.79177766841366
"5032",2.78310205376966
"5033",2.75677833339103
"5034",2.80712090458662
"5035",2.86780316497988
"5036",2.76626638330465
"5037",2.79753152299632
"5038",2.84038043275158
"5039",2.75843537571595
"5040",2.82204024815841
"5041",2.76304235055329
"5042",2.78271654801663
"5043",2.79044431547901
"5044",2.75406128183123
"5045",2.84302901842497
"5046",2.77895994372716
"5047",2.80689717327464
"5048",2.78965966416752
"5049",2.78850302548593
"5050",2.7622073751031
"5051",2.76714653898019
"5052",2.77614079538864
"5053",2.78654759411357
"5054",2.77665503993372
"5055",2.75339653963738
"5056",2.78264540930651
"5057",2.73419354040057
"5058",2.85060544745593
"5059",2.77323331120004
"5060",2.75999535551725
"5061",2.81416691081541
"5062",2.76230835504543
"5063",2.80953444202945
"5064",2.76161723950799
"5065",2.78491037773567
"5066",2.78678762928861
"5067",2.82334282526342
"5068",2.75425054230638
"5069",2.78101032060587
"5070",2.79106152138009
"5071",2.81908639145186
"5072",2.76389329875993
"5073",2.76939016467731
"5074",2.78680589900853
"5075",2.76466273350846
"5076",2.81084544264502
"5077",2.81841632398093
"5078",2.74592388275842
"5079",2.79464111366583
"5080",2.76954348068325
"5081",2.78970719357276
"5082",2.7386720566257
"5083",2.80974426554995
"5084",2.7657793769836
"5085",2.79056792590768
"5086",2.78833335545353
"5087",2.81862368973217
"5088",2.75619422308293
"5089",2.75404582475472
"5090",2.84016399376003
"5091",2.73925017501634
"5092",2.81607304085448
"5093",2.78719337009888
"5094",2.78062306245518
"5095",2.75848343090372
"5096",2.74427413190082
"5097",2.80170678066887
"5098",2.70510646015754
"5099",2.78372327474152
"5100",2.75928229408672
"5101",2.70737590486961
"5102",2.80355721132544
"5103",2.74845727283625
"5104",2.83367679821115
"5105",2.83233506024316
"5106",2.7641082603059
"5107",2.7579856141264
"5108",2.77247536604782
"5109",2.83302207369602
"5110",2.74633042906736
"5111",2.7310269248888
"5112",2.85240631195836
"5113",2.77801415242997
"5114",2.79291964140266
"5115",2.76031389791762
"5116",2.77167009388494
"5117",2.7663667523653
"5118",2.82948699995157
"5119",2.79402746762748
"5120",2.81340114473334
"5121",2.75988400211643
"5122",2.79838386694046
"5123",2.76167124758007
"5124",2.74008877808202
"5125",2.77746524062272
"5126",2.77134563564382
"5127",2.73850735471415
"5128",2.80878091590583
"5129",2.75808357259567
"5130",2.80153897708533
"5131",2.73218689311083
"5132",2.83053972646172
"5133",2.75304793864023
"5134",2.76810788854668
"5135",2.79213422330885
"5136",2.82395770781331
"5137",2.78891564684318
"5138",2.78398818071274
"5139",2.81969035629584
"5140",2.76931842806498
"5141",2.74096226816181
"5142",2.80981708749079
"5143",2.78327940589441
"5144",2.75662186817126
"5145",2.79290359879525
"5146",2.81228478061759
"5147",2.70598519021814
"5148",2.7882131163974
"5149",2.83658677220776
"5150",2.78353945935591
"5151",2.81728845669755
"5152",2.77785082571169
"5153",2.82216150046731
"5154",2.75415736341001
"5155",2.80944835752659
"5156",2.7900146191028
"5157",2.78669820563696
"5158",2.81374065137294
"5159",2.76222216329304
"5160",2.80330325702666
"5161",2.76795015804469
"5162",2.79224350960298
"5163",2.73975451882175
"5164",2.82168351143565
"5165",2.78896906249539
"5166",2.81218216376745
"5167",2.75910829088284
"5168",2.80227860004496
"5169",2.74686734595878
"5170",2.80013591845463
"5171",2.80093912867233
"5172",2.79039453120839
"5173",2.73743956660863
"5174",2.80850557750503
"5175",2.76136803375567
"5176",2.79584929976793
"5177",2.79218470017792
"5178",2.79411528987352
"5179",2.75736769138248
"5180",2.80355161240526
"5181",2.82387290485448
"5182",2.77941038131386
"5183",2.80421570110777
"5184",2.80606636302232
"5185",2.75876700496697
"5186",2.78420810007359
"5187",2.82091930821102
"5188",2.80247163449417
"5189",2.78461662642195
"5190",2.82048648787294
"5191",2.7908860833085
"5192",2.83605591646143
"5193",2.75396052708489
"5194",2.83057065104352
"5195",2.77808830908656
"5196",2.76865073753726
"5197",2.87027416517711
"5198",2.71155872671101
"5199",2.88569804287793
"5200",2.754429974388
"5201",2.82211725402909
"5202",2.76277011993651
"5203",2.76095121050149
"5204",2.82852877078566
"5205",2.74915634805266
"5206",2.82089891483999
"5207",2.77819223592061
"5208",2.84046081820733
