"","sigma_col[, 1]"
"8762",-0.176667799092116
"8763",-0.286468808701243
"8764",-0.239775671292103
"8765",-0.280810320052812
"8766",-0.238407844110756
"8767",-0.307612533059661
"8768",-0.240609139232793
"8769",-0.340295367906241
"8770",-0.249126882967654
"8771",-0.257104661656427
"8772",-0.328761363082414
"8773",-0.283479778012395
"8774",-0.298872553588994
"8775",-0.319908066392431
"8776",-0.316389413771245
"8777",-0.218191851522955
"8778",-0.31691511318989
"8779",-0.255184524469082
"8780",-0.258814277480942
"8781",-0.325515752367028
"8782",-0.304579483796223
"8783",-0.264265915237677
"8784",-0.297923680758642
"8785",-0.250837244324355
"8786",-0.237660637005243
"8787",-0.266294209164558
"8788",-0.304129455186882
"8789",-0.289542390128964
"8790",-0.248087841794199
"8791",-0.329846746675201
"8792",-0.253331210879283
"8793",-0.301790304363691
"8794",-0.183202199643505
"8795",-0.239630841567738
"8796",-0.263035105242279
"8797",-0.332911110978295
"8798",-0.286886244257672
"8799",-0.288742092462452
"8800",-0.297786939054241
"8801",-0.182652450618876
"8802",-0.319034985344781
"8803",-0.210898336589739
"8804",-0.390283756948407
"8805",-0.246321941783549
"8806",-0.283484725868018
"8807",-0.274655336620958
"8808",-0.273244907249707
"8809",-0.275772408580001
"8810",-0.239573389644164
"8811",-0.281132558395415
"8812",-0.294262255354252
"8813",-0.248833432072907
"8814",-0.320404727869958
"8815",-0.256732189574065
"8816",-0.306485512139452
"8817",-0.276850363001713
"8818",-0.276849499661798
"8819",-0.331351631547761
"8820",-0.281754789194547
"8821",-0.354254187356093
"8822",-0.329705910632793
"8823",-0.248757514193055
"8824",-0.28045619379765
"8825",-0.2497028778284
"8826",-0.304890999759729
"8827",-0.228838729334758
"8828",-0.369397342362035
"8829",-0.297186911746542
"8830",-0.305903883806302
"8831",-0.362977828319773
"8832",-0.257380346604292
"8833",-0.307531692683124
"8834",-0.363032256744658
"8835",-0.253056636248319
"8836",-0.348208825903346
"8837",-0.300605331137252
"8838",-0.311949295708368
"8839",-0.275949893439735
"8840",-0.344460284381825
"8841",-0.237647949646347
"8842",-0.31328652364748
"8843",-0.278553251186901
"8844",-0.21141159630254
"8845",-0.279618602974572
"8846",-0.275515392208971
"8847",-0.291275357587737
"8848",-0.289197337482249
"8849",-0.279118556635367
"8850",-0.257024326916042
"8851",-0.240959362092601
"8852",-0.34779290274007
"8853",-0.232656144377128
"8854",-0.257896096784755
"8855",-0.23680547892583
"8856",-0.245530477984019
"8857",-0.249388097833073
"8858",-0.285444686631159
"8859",-0.253920707455213
"8860",-0.27204277158557
"8861",-0.229663779734629
"8862",-0.279089922757276
"8863",-0.258608404210531
"8864",-0.226573614598132
"8865",-0.263926543256971
"8866",-0.276068034209981
"8867",-0.23960042137445
"8868",-0.279932715665987
"8869",-0.218046583978172
"8870",-0.269286479597727
"8871",-0.27715639126608
"8872",-0.235261199336757
"8873",-0.213889538422329
"8874",-0.249060016652863
"8875",-0.18738906460893
"8876",-0.226376753151661
"8877",-0.266243310608269
"8878",-0.296502207356098
"8879",-0.201325033173407
"8880",-0.250039896704009
"8881",-0.246387789099465
"8882",-0.278026247979779
"8883",-0.202276665154724
"8884",-0.302241659908617
"8885",-0.279235573489854
"8886",-0.262173280535382
"8887",-0.27107127348828
"8888",-0.29111868213584
"8889",-0.282914683261662
"8890",-0.29863624896692
"8891",-0.191544325493107
"8892",-0.249491661192277
"8893",-0.262138559576471
"8894",-0.255940399917333
"8895",-0.283511256426773
"8896",-0.203419094177528
"8897",-0.246471277545315
"8898",-0.249108540411394
"8899",-0.246513654533839
"8900",-0.292194896568108
"8901",-0.256064630304052
"8902",-0.211795435949287
"8903",-0.224029856981306
"8904",-0.208159068904353
"8905",-0.297384036356894
"8906",-0.28970737916101
"8907",-0.223816745814392
"8908",-0.33066957882176
"8909",-0.258584176052217
"8910",-0.308458551939322
"8911",-0.258711614443222
"8912",-0.313009236617356
"8913",-0.242956730203481
"8914",-0.348758177448534
"8915",-0.292947873099932
"8916",-0.270032554190484
"8917",-0.29131417300047
"8918",-0.305073256481761
"8919",-0.190597577495264
"8920",-0.302337161479015
"8921",-0.202860305099952
"8922",-0.259534761332247
"8923",-0.26542620387074
"8924",-0.227522337601634
"8925",-0.256788699543384
"8926",-0.238953388015891
"8927",-0.266038559388792
"8928",-0.230690430269692
"8929",-0.264458742729622
"8930",-0.246779851978917
"8931",-0.273309209576828
"8932",-0.227581661960526
"8933",-0.283533339813056
"8934",-0.311047306351474
"8935",-0.227516547830759
"8936",-0.31855290236555
"8937",-0.235895192653423
"8938",-0.289007697976574
"8939",-0.27999113509567
"8940",-0.28661731353293
"8941",-0.268500265016464
"8942",-0.261944167896349
"8943",-0.232456002361961
"8944",-0.238091255247205
"8945",-0.249678989781247
"8946",-0.323200060315172
"8947",-0.194391915790852
"8948",-0.288216518686951
"8949",-0.265678748671966
"8950",-0.276061628569183
"8951",-0.247920088797317
"8952",-0.388228868312114
"8953",-0.196291800809923
"8954",-0.305689043826297
"8955",-0.253140957405895
"8956",-0.232997298706952
"8957",-0.282748082767325
"8958",-0.229580179854479
"8959",-0.271528301897451
"8960",-0.32701898778859
"8961",-0.234578250624253
"8962",-0.281182854366944
"8963",-0.271965097682128
"8964",-0.271913563146202
"8965",-0.304628920643129
"8966",-0.317820346951303
"8967",-0.267738203615147
"8968",-0.320924966290103
"8969",-0.272207991927447
"8970",-0.368251278413659
"8971",-0.280352070446368
"8972",-0.254132695882246
"8973",-0.252084240759615
"8974",-0.35764421682101
"8975",-0.235787700095986
"8976",-0.278440928095593
"8977",-0.290834565915935
"8978",-0.272720761230777
"8979",-0.303705106254639
"8980",-0.298407705048323
"8981",-0.259661532416056
"8982",-0.277042398529461
"8983",-0.295012286564831
"8984",-0.303954547216937
"8985",-0.244986646197853
"8986",-0.346063354631927
"8987",-0.250178007176967
"8988",-0.327713342167814
"8989",-0.372421455774085
"8990",-0.250640186231735
"8991",-0.354437189424402
"8992",-0.222297664838116
"8993",-0.337015983955729
"8994",-0.271301908278248
"8995",-0.294584743696816
"8996",-0.316683713635485
"8997",-0.295708959333584
"8998",-0.303339257202586
"8999",-0.321137726093155
"9000",-0.32011243498989
"9001",-0.329366612433928
"9002",-0.281518908132041
"9003",-0.312419600612039
"9004",-0.265907661133029
"9005",-0.316341143260092
"9006",-0.268136473438805
"9007",-0.303265381802103
"9008",-0.238549392740872
"9009",-0.317761880295573
"9010",-0.19923722745315
"9011",-0.302827079613534
"9012",-0.202264703822673
"9013",-0.328626272505894
"9014",-0.236547619960392
"9015",-0.241798708024857
"9016",-0.192258997773204
"9017",-0.283134278724215
"9018",-0.179626571045404
"9019",-0.241962556298356
"9020",-0.28049041653582
"9021",-0.298413760751762
"9022",-0.252885370079002
"9023",-0.257944917252299
"9024",-0.247553184852668
"9025",-0.25141802152086
"9026",-0.247139943919961
"9027",-0.250918528050425
"9028",-0.330493298464757
"9029",-0.278073761330817
"9030",-0.293688069973469
"9031",-0.294245985670904
"9032",-0.296945431672781
"9033",-0.314161646947014
"9034",-0.283776266679139
"9035",-0.291482445252882
"9036",-0.261975458998503
"9037",-0.295647463391045
"9038",-0.330550219372986
"9039",-0.26655840868918
"9040",-0.290527417986552
"9041",-0.295966073179772
"9042",-0.243676818204001
"9043",-0.322712290302673
"9044",-0.230968026571395
"9045",-0.238940566401666
"9046",-0.273346275877588
"9047",-0.278066830634541
"9048",-0.267752402835215
"9049",-0.269215192193169
"9050",-0.214836912101447
"9051",-0.29985736963182
"9052",-0.206315963997615
"9053",-0.245196271711252
"9054",-0.289449837535133
"9055",-0.15593455207724
"9056",-0.254307743254021
"9057",-0.171467769222766
"9058",-0.344634237546958
"9059",-0.143726056042626
"9060",-0.220987620749731
"9061",-0.174856778101458
"9062",-0.219850890468171
"9063",-0.224505553854878
"9064",-0.230038171090443
"9065",-0.233758771981729
"9066",-0.193528051366469
"9067",-0.224537038471201
"9068",-0.237259827066063
"9069",-0.192184668164962
"9070",-0.201637592535057
"9071",-0.236970409879116
"9072",-0.239212275351327
"9073",-0.202138331343985
"9074",-0.263341455355118
"9075",-0.25104501806449
"9076",-0.274588658177065
"9077",-0.254286317971688
"9078",-0.183326343474139
"9079",-0.269387875601993
"9080",-0.250489850970196
"9081",-0.315552593212964
"9082",-0.218277829191062
"9083",-0.340047557553222
"9084",-0.254204732677792
"9085",-0.306069995645661
"9086",-0.252485758004915
"9087",-0.223385525594429
"9088",-0.216527539228576
"9089",-0.257913279255283
"9090",-0.210469279348715
"9091",-0.29238877321986
"9092",-0.280269723768086
"9093",-0.214300029775354
"9094",-0.294540285835413
"9095",-0.209013509407973
"9096",-0.29922976884325
"9097",-0.197634849054834
"9098",-0.283710175398163
"9099",-0.299686122479132
"9100",-0.216086839480316
"9101",-0.279934743555672
"9102",-0.295170787290296
"9103",-0.261085451310617
"9104",-0.31945046824868
"9105",-0.27059565492607
"9106",-0.259239298251169
"9107",-0.243522042911867
"9108",-0.277615095896582
"9109",-0.333259610705753
"9110",-0.243465929680643
"9111",-0.274598831326869
"9112",-0.319526014751526
"9113",-0.281445528585642
"9114",-0.245167452556818
"9115",-0.218959475782894
"9116",-0.278350888599648
"9117",-0.276771128218069
"9118",-0.312203022240817
"9119",-0.237061424871654
"9120",-0.240195214801632
"9121",-0.207987262167036
"9122",-0.291308887592911
"9123",-0.338862918288371
"9124",-0.224724221910806
"9125",-0.217861676296917
"9126",-0.186502306064385
"9127",-0.268377506944399
"9128",-0.25309414107467
"9129",-0.184194155443223
"9130",-0.273273073208598
"9131",-0.232111214673879
"9132",-0.19684327501885
"9133",-0.239931770941342
"9134",-0.265438100292839
"9135",-0.289622553019748
"9136",-0.286715531728854
"9137",-0.195965801901159
"9138",-0.279356958891718
"9139",-0.147026580689666
"9140",-0.26298673080915
"9141",-0.248872387818405
"9142",-0.211261372102343
"9143",-0.319887791518537
"9144",-0.290435410375345
"9145",-0.28359718598384
"9146",-0.30881687832938
"9147",-0.27251788586789
"9148",-0.333514530277337
"9149",-0.316766061758869
"9150",-0.342249269090275
"9151",-0.292599254124472
"9152",-0.340012073303198
"9153",-0.297590853367425
"9154",-0.341835728495961
"9155",-0.30444575266591
"9156",-0.332208496393812
"9157",-0.28451718278803
"9158",-0.321797870708359
"9159",-0.297821975753232
"9160",-0.280660625979737
"9161",-0.295141209349735
"9162",-0.245060080388855
"9163",-0.343825008708363
"9164",-0.26337423933345
"9165",-0.237325169011608
"9166",-0.346804028939813
"9167",-0.291025545631993
"9168",-0.327745519161779
"9169",-0.24595367199783
"9170",-0.281287088495703
"9171",-0.241911185497465
"9172",-0.322014275869959
"9173",-0.213983903156326
"9174",-0.286463207418217
"9175",-0.156761402674537
"9176",-0.253095772339132
"9177",-0.250631869909243
"9178",-0.325338246315178
"9179",-0.252151830510843
"9180",-0.258822352319984
"9181",-0.235684396624004
"9182",-0.301474346273821
"9183",-0.350605779179173
"9184",-0.298891175586598
"9185",-0.255041773176541
"9186",-0.30142717343164
"9187",-0.317054372141859
"9188",-0.251116260971062
"9189",-0.269664561316355
"9190",-0.253150554072282
"9191",-0.224204036230342
"9192",-0.309594715163367
"9193",-0.233951250291415
"9194",-0.27546522049933
"9195",-0.261390958378772
"9196",-0.224649271322271
"9197",-0.230294595202732
"9198",-0.261616779743802
"9199",-0.244982742609429
"9200",-0.204458750325062
"9201",-0.280931750828416
"9202",-0.205034962513366
"9203",-0.258027322529456
"9204",-0.220281047899612
"9205",-0.27903058807022
"9206",-0.201155917991741
"9207",-0.343735248270239
"9208",-0.316676762872467
"9209",-0.227820493163307
"9210",-0.275449200191719
"9211",-0.270592591305433
"9212",-0.309913393384284
"9213",-0.253724665278888
"9214",-0.288945834759542
"9215",-0.276747538131674
"9216",-0.310516964584896
"9217",-0.287724046530548
"9218",-0.311869868459758
"9219",-0.256016011112044
"9220",-0.246536085567164
"9221",-0.284802417445039
"9222",-0.189404992101072
"9223",-0.216757450295207
"9224",-0.245202203764389
"9225",-0.246621907814084
"9226",-0.243723801790322
"9227",-0.22827480511093
"9228",-0.252593895672561
"9229",-0.200226034318215
"9230",-0.349761426016761
"9231",-0.232454727314065
"9232",-0.284908648470834
"9233",-0.30450681233607
"9234",-0.269673357258634
"9235",-0.270038232989754
"9236",-0.298052471155405
"9237",-0.26235382897896
"9238",-0.297666630453388
"9239",-0.237131638935024
"9240",-0.276218222453456
"9241",-0.272804308391663
"9242",-0.266534902592221
"9243",-0.326855063856696
"9244",-0.212678568597586
"9245",-0.294014940469556
"9246",-0.238865059098811
"9247",-0.219887390426914
"9248",-0.331176232409182
"9249",-0.258573962890857
"9250",-0.269946986610923
"9251",-0.270197184245297
"9252",-0.261470178990087
"9253",-0.24817067766886
"9254",-0.265287414257044
"9255",-0.319109693752172
"9256",-0.243930218573494
"9257",-0.335946141902666
"9258",-0.250770594036287
"9259",-0.244951926378528
"9260",-0.32168192954589
"9261",-0.289650202260811
"9262",-0.353120630032024
"9263",-0.292526900722534
"9264",-0.323623186669882
"9265",-0.317595090529572
"9266",-0.3028252543439
"9267",-0.344161214977128
"9268",-0.236014681296222
"9269",-0.307877536984016
"9270",-0.354672970555791
"9271",-0.365135147919652
"9272",-0.256175501558264
"9273",-0.391775579885577
"9274",-0.345114276185785
"9275",-0.335251828231017
"9276",-0.279912035921426
"9277",-0.3891230253996
"9278",-0.328837945506167
"9279",-0.275402120851619
"9280",-0.299728163290198
"9281",-0.321424045662349
"9282",-0.33772208996184
"9283",-0.268893104426471
"9284",-0.329753701019515
"9285",-0.268333489347264
"9286",-0.344948325240185
"9287",-0.200068307589365
"9288",-0.325912531434463
"9289",-0.287183862459593
"9290",-0.208423434879063
"9291",-0.298503649353123
"9292",-0.276769406840269
"9293",-0.255733284683782
"9294",-0.250820049471646
"9295",-0.289107832060168
"9296",-0.280531867908445
"9297",-0.291538642691326
"9298",-0.294230602995055
"9299",-0.315415286401146
"9300",-0.258696359949441
"9301",-0.333549034561642
"9302",-0.269814974426088
"9303",-0.294918345773366
"9304",-0.267926878085826
"9305",-0.281301537165078
"9306",-0.293335515697284
"9307",-0.2640281007044
"9308",-0.298923557286414
"9309",-0.261860368148478
"9310",-0.314315493743864
"9311",-0.280045776708593
"9312",-0.292044269583725
"9313",-0.320353855765558
"9314",-0.256683750734877
"9315",-0.333497613346687
"9316",-0.327776791192332
"9317",-0.240685171814344
"9318",-0.349572120822878
"9319",-0.257840746956937
"9320",-0.342828707901905
"9321",-0.224022927544396
"9322",-0.259751036517826
"9323",-0.307376641435793
"9324",-0.268122793892482
"9325",-0.321677596620072
"9326",-0.312386569613091
"9327",-0.280606662689503
"9328",-0.295859774350196
"9329",-0.207661451280514
"9330",-0.265039219880401
"9331",-0.26949446865849
"9332",-0.247089940115761
"9333",-0.311176836414727
"9334",-0.270043277399192
"9335",-0.295021948850396
"9336",-0.259336719564879
"9337",-0.290389400816458
"9338",-0.230022704011074
"9339",-0.318867898792333
"9340",-0.317320931242201
"9341",-0.270457868507622
"9342",-0.327619562728823
"9343",-0.290477133034612
"9344",-0.340119134421418
"9345",-0.301492573585903
"9346",-0.339842166523704
"9347",-0.277296847061321
"9348",-0.304375338653013
"9349",-0.262013653001679
"9350",-0.227874365663184
"9351",-0.257149081989809
"9352",-0.179882963439136
"9353",-0.382848769323597
"9354",-0.216819306175664
"9355",-0.284614608267023
"9356",-0.3346186478791
"9357",-0.228907867435689
"9358",-0.320529852538513
"9359",-0.246926633862659
"9360",-0.342156073596691
"9361",-0.258317237891896
"9362",-0.348077848835317
"9363",-0.269331486352542
"9364",-0.324752415602057
"9365",-0.251433066702553
"9366",-0.259838191080234
"9367",-0.272388540444104
"9368",-0.279134578595407
"9369",-0.294518373733561
"9370",-0.295028278531
"9371",-0.264304875210204
"9372",-0.328523024664325
"9373",-0.254827121281218
"9374",-0.298635500525459
"9375",-0.229677434612477
"9376",-0.276095660800609
"9377",-0.233444980325438
"9378",-0.274562894484485
"9379",-0.228234708541001
"9380",-0.277894029740069
"9381",-0.235707251721479
"9382",-0.292403970638007
"9383",-0.297842995214714
"9384",-0.245075828858999
"9385",-0.275834365665305
"9386",-0.257561981732481
"9387",-0.233835532564349
"9388",-0.30778058878456
"9389",-0.246437138157541
"9390",-0.270231701181186
"9391",-0.24955460484671
"9392",-0.251121435371891
"9393",-0.307388323641258
"9394",-0.250830644093953
"9395",-0.289295118694003
"9396",-0.180169030687333
"9397",-0.357685355178703
"9398",-0.225515672940349
"9399",-0.298235276825882
"9400",-0.228575953271697
"9401",-0.266401862971381
"9402",-0.228496525846577
"9403",-0.241594617458539
"9404",-0.280274439216141
"9405",-0.219625243480502
"9406",-0.245946180467369
"9407",-0.251134767278361
"9408",-0.331740713482432
"9409",-0.232374009686803
"9410",-0.243830523478707
"9411",-0.24671046176105
"9412",-0.237942286252198
"9413",-0.266868500712116
"9414",-0.273981610684936
"9415",-0.25206849674789
"9416",-0.294432290815126
"9417",-0.252659500921734
"9418",-0.203287057140976
"9419",-0.252628002568419
"9420",-0.248953655480729
"9421",-0.310444613955262
"9422",-0.260524468872973
"9423",-0.286112351510276
"9424",-0.243462622833106
"9425",-0.236849172030231
"9426",-0.277898318677256
"9427",-0.265447543941947
"9428",-0.265686743041236
"9429",-0.192040955351417
"9430",-0.355373148721437
"9431",-0.206567609994095
"9432",-0.346814185852223
"9433",-0.306197072909508
"9434",-0.271469860502236
"9435",-0.309570041388009
"9436",-0.280366290348623
"9437",-0.287246026665562
"9438",-0.259387475021491
"9439",-0.291288293121011
"9440",-0.339564063666444
"9441",-0.327927991465329
"9442",-0.254386665971028
"9443",-0.297211188354194
"9444",-0.303792640346983
"9445",-0.313119100380928
"9446",-0.234233316948413
"9447",-0.269831880982752
"9448",-0.266061201552378
"9449",-0.325612263217294
"9450",-0.237153788893644
"9451",-0.246421406716914
"9452",-0.306961689257587
"9453",-0.225587139382215
"9454",-0.276039707617623
"9455",-0.227551488647495
"9456",-0.299963698923988
"9457",-0.273087992779806
"9458",-0.26963123899126
"9459",-0.322821479359251
"9460",-0.28351616428968
"9461",-0.333827614778982
"9462",-0.284341997674022
"9463",-0.164409840926942
"9464",-0.240192030525907
"9465",-0.216354018622462
"9466",-0.262365135429541
"9467",-0.228843344408009
"9468",-0.236959007133575
"9469",-0.267351296528446
"9470",-0.313939584561296
"9471",-0.291555883040555
"9472",-0.339935350550545
"9473",-0.255114439015159
"9474",-0.336588495347304
"9475",-0.257810311480624
"9476",-0.322512454512316
"9477",-0.293503780507377
"9478",-0.328525145304739
"9479",-0.295410670021185
"9480",-0.277735974133447
"9481",-0.295455340993027
"9482",-0.27330215753952
"9483",-0.269927577362153
"9484",-0.28537096454615
"9485",-0.307983736662147
"9486",-0.3022785854824
"9487",-0.285260605121195
"9488",-0.241189757707775
"9489",-0.302825974173369
"9490",-0.307891083761085
"9491",-0.285842971365133
"9492",-0.340643241111951
"9493",-0.320479734289709
"9494",-0.285322302922052
"9495",-0.321446709507487
"9496",-0.312951083407813
"9497",-0.319118868312961
"9498",-0.400151438507621
"9499",-0.306299743170091
"9500",-0.305429219894138
"9501",-0.256117236263448
"9502",-0.273444819464645
"9503",-0.276432338455883
"9504",-0.266695301800992
"9505",-0.263322580392744
"9506",-0.240919243531843
"9507",-0.289547522163724
"9508",-0.317620104602211
"9509",-0.297342423685117
"9510",-0.250979806034566
"9511",-0.243737957428414
"9512",-0.262338384111803
"9513",-0.209953839345303
"9514",-0.282118133769612
"9515",-0.175323557210123
"9516",-0.221166583345334
"9517",-0.233542860135831
"9518",-0.277102607311438
"9519",-0.324730654198734
"9520",-0.254139317392691
"9521",-0.266536388264181
"9522",-0.342906826062457
"9523",-0.310010919723735
"9524",-0.351751288267173
"9525",-0.284192453939429
"9526",-0.313649006947513
"9527",-0.243777341246659
"9528",-0.338521224221706
"9529",-0.285845245776941
"9530",-0.339452887230595
"9531",-0.286364757760878
"9532",-0.311514321845072
"9533",-0.265393635995309
"9534",-0.395985146611304
"9535",-0.279371022810355
"9536",-0.325372623586191
"9537",-0.282764899400803
"9538",-0.27920093300347
"9539",-0.301454267751284
"9540",-0.352792801125211
"9541",-0.27065183120104
"9542",-0.284954516892256
"9543",-0.268597717529792
"9544",-0.272190403501975
"9545",-0.316296505683391
"9546",-0.234391142682185
"9547",-0.305222853826568
"9548",-0.180015100549775
"9549",-0.299038654859606
"9550",-0.269082074229681
"9551",-0.278540549869175
"9552",-0.265302126412
"9553",-0.28069341782678
"9554",-0.30321426820026
"9555",-0.274672659656745
"9556",-0.252008881300212
"9557",-0.262128182749922
"9558",-0.333966885219617
"9559",-0.306531508070908
"9560",-0.261528896845257
"9561",-0.29607247790477
"9562",-0.276346561212607
"9563",-0.276468038249257
"9564",-0.232513680154045
"9565",-0.258693559238105
"9566",-0.2614103048392
"9567",-0.239520690081293
"9568",-0.257762341194586
"9569",-0.305602243036476
"9570",-0.250926798852023
"9571",-0.274046751754446
"9572",-0.217447445520505
"9573",-0.272069483329543
"9574",-0.317806666995939
"9575",-0.228007547350146
"9576",-0.212759678934256
"9577",-0.264627191977845
"9578",-0.282703345584547
"9579",-0.159955030976037
"9580",-0.275578591641479
"9581",-0.295432456161778
"9582",-0.267107526052568
"9583",-0.300186600481999
"9584",-0.273728079567076
"9585",-0.244912688334849
"9586",-0.235550198805788
"9587",-0.300720351448502
"9588",-0.257023386580493
"9589",-0.217517780319147
"9590",-0.20711200818265
"9591",-0.301585257582599
"9592",-0.18439145673683
"9593",-0.194953384819717
"9594",-0.340470540494473
"9595",-0.278835369667902
"9596",-0.221486501999403
"9597",-0.281073386738564
"9598",-0.228248894367227
"9599",-0.270667661822033
"9600",-0.240012955601381
"9601",-0.287678977923052
"9602",-0.310767648509221
"9603",-0.289723271847682
"9604",-0.322162917068333
"9605",-0.2665934736012
"9606",-0.2843404349882
"9607",-0.234915510002211
"9608",-0.285525810421817
"9609",-0.266212387726476
"9610",-0.259360997782839
"9611",-0.200974601910715
"9612",-0.228639922746803
"9613",-0.292503350973965
"9614",-0.25242256780164
"9615",-0.194721864482172
"9616",-0.245318751181152
"9617",-0.314353410331182
"9618",-0.197814626996649
"9619",-0.298070279243182
"9620",-0.268404622397435
"9621",-0.221145806837862
"9622",-0.256487047933589
"9623",-0.233016221112706
"9624",-0.239431523464356
"9625",-0.284988425508704
"9626",-0.227070151963505
"9627",-0.323074283731789
"9628",-0.246093322381076
"9629",-0.245485678988449
"9630",-0.256598931708348
"9631",-0.286231279829293
"9632",-0.224117104827483
"9633",-0.211444699525284
"9634",-0.218906124541784
"9635",-0.299238053713125
"9636",-0.2648342601679
"9637",-0.196365529111788
"9638",-0.257244818778874
"9639",-0.273944956048132
"9640",-0.215426593704118
"9641",-0.262114260073699
"9642",-0.312778889865397
"9643",-0.242013928919103
"9644",-0.187796752757253
"9645",-0.265317960943722
"9646",-0.286945057695465
"9647",-0.252026182989433
"9648",-0.209452547348634
"9649",-0.289775393450848
"9650",-0.225193563024533
"9651",-0.198574100591166
"9652",-0.282061664837688
"9653",-0.245701864200308
"9654",-0.246211199248135
"9655",-0.229892308005447
"9656",-0.202319457964945
"9657",-0.20676684593825
"9658",-0.17563996486706
"9659",-0.227809979121499
"9660",-0.234688164192602
"9661",-0.228662795266884
"9662",-0.181111702910135
"9663",-0.281455638548411
"9664",-0.17802898332794
"9665",-0.278623995603029
"9666",-0.233020827586049
"9667",-0.28109911735654
"9668",-0.262122013025765
"9669",-0.313794136784283
"9670",-0.223368655354736
"9671",-0.28471754960428
"9672",-0.294776578352897
"9673",-0.244998251837456
"9674",-0.284561353043348
"9675",-0.258386285556674
"9676",-0.29919554715698
"9677",-0.310542011701288
"9678",-0.286713025162505
"9679",-0.27245668688534
"9680",-0.312427523028565
"9681",-0.264280915674793
"9682",-0.340180132383658
"9683",-0.29529872530541
"9684",-0.340699598395349
"9685",-0.328665278184101
"9686",-0.282438577150881
"9687",-0.319396014102011
"9688",-0.297256167444015
"9689",-0.2752811823561
"9690",-0.366306581829435
"9691",-0.225256225594783
"9692",-0.396845861163468
"9693",-0.243850191852127
"9694",-0.388480371943554
"9695",-0.286052635253264
"9696",-0.362647038202231
"9697",-0.247871603583444
"9698",-0.269174115882482
"9699",-0.333311921940653
"9700",-0.245351098270385
"9701",-0.330383206950183
"9702",-0.331498307712059
"9703",-0.286024811872181
"9704",-0.312203649149349
"9705",-0.266920392232691
"9706",-0.363676374836073
"9707",-0.280067900303233
"9708",-0.292736408514986
"9709",-0.338576553663409
"9710",-0.299900832271312
"9711",-0.351839247084605
"9712",-0.287397613660306
"9713",-0.247917209928815
"9714",-0.288687384567299
"9715",-0.295492020479002
"9716",-0.27842261516684
"9717",-0.282405129640624
"9718",-0.303973481834261
"9719",-0.299567742197008
"9720",-0.280002278935318
"9721",-0.309941047169359
"9722",-0.275892629439598
"9723",-0.365823952199023
"9724",-0.241439651257525
"9725",-0.415569124235865
"9726",-0.270663275719055
"9727",-0.334458200772932
"9728",-0.324675174238933
"9729",-0.290207656020472
"9730",-0.313156270387129
"9731",-0.317464611384776
"9732",-0.301058024625947
"9733",-0.255983387261038
"9734",-0.2529306940499
"9735",-0.234513409164271
"9736",-0.284017623584582
"9737",-0.197205880786972
"9738",-0.365005159736076
"9739",-0.316516995262938
"9740",-0.304516127226861
"9741",-0.299843454189856
"9742",-0.306507227848538
"9743",-0.304997735883327
"9744",-0.322165918086683
"9745",-0.308186245140884
"9746",-0.313187355805092
"9747",-0.360819115761682
"9748",-0.277863594013133
"9749",-0.337231972262462
"9750",-0.312084739017669
"9751",-0.378624826125639
"9752",-0.326690008684281
"9753",-0.28372276177563
"9754",-0.347540888727435
"9755",-0.284642283795933
"9756",-0.335049421259196
"9757",-0.321961454366458
"9758",-0.259980578922932
"9759",-0.283377665054512
"9760",-0.32637305394553
"9761",-0.324737947013569
"9762",-0.281375569014424
"9763",-0.280979526317336
"9764",-0.250539648706482
"9765",-0.28236231490763
"9766",-0.26299008219775
"9767",-0.321422484450813
"9768",-0.339449926633925
"9769",-0.282720541609752
"9770",-0.275814377947025
"9771",-0.282480442676084
"9772",-0.294538948876038
"9773",-0.233478053270436
"9774",-0.357374344583343
"9775",-0.248075385110582
"9776",-0.314975339352398
"9777",-0.320993799026758
"9778",-0.317576376929388
"9779",-0.308600191506041
"9780",-0.292455189611252
"9781",-0.255134169300887
"9782",-0.372282885643919
"9783",-0.269019891644314
"9784",-0.320092968325645
"9785",-0.262553910519412
"9786",-0.302110313334158
"9787",-0.317810182035152
"9788",-0.264785273479974
"9789",-0.301232164297107
"9790",-0.350637841177552
"9791",-0.250985797011429
"9792",-0.215946657927261
"9793",-0.295007651097055
"9794",-0.28787891807702
"9795",-0.304699104738532
"9796",-0.305369573321763
"9797",-0.269936422800535
"9798",-0.31686764135639
"9799",-0.338973879721008
"9800",-0.244752399909296
"9801",-0.291067170857295
"9802",-0.314724909453908
"9803",-0.270431214444542
"9804",-0.282855215032386
"9805",-0.242449204608269
"9806",-0.27240589853407
"9807",-0.302941537666459
"9808",-0.343254461648879
"9809",-0.209038435545389
"9810",-0.270879591825383
"9811",-0.297300845808538
"9812",-0.247467013864273
"9813",-0.214787483327271
"9814",-0.344663266539783
"9815",-0.284155020696585
"9816",-0.273574758174616
"9817",-0.297879612822117
"9818",-0.241787020913649
"9819",-0.327516472236357
"9820",-0.288981635373379
"9821",-0.297807877118911
"9822",-0.323372230468997
"9823",-0.280672761391161
"9824",-0.324821529904691
"9825",-0.365659364942223
"9826",-0.301585175746289
"9827",-0.315654837471733
"9828",-0.317095467701588
"9829",-0.364335512040891
"9830",-0.330109840929857
"9831",-0.31339542856372
"9832",-0.289799192012398
"9833",-0.333741445656833
"9834",-0.262399390399144
"9835",-0.291349781956154
"9836",-0.281267472582062
"9837",-0.269064330100551
